_id,created_at,favorite_count,geo,id,place,retweet_count,source,text
5d8d0a351203fc9d25baae43,Sun Sep 22 12:41:01 +0000 2019,0,,1.18E+18,,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Intel is hosting an Olympics-sanctioned esports tournament in 2020: cc: @Mikequindazzi https://t.co/EzleI941ue https://t.co/ikpJiXSwD6
5d8d0a351203fc9d25baae44,Sun Sep 22 11:37:11 +0000 2019,0,,1.18E+18,,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @IntelGaming: Nous sommes ravis d'organiser le tournoi de eSports Intel World Open au Japon, où nous couronnerons les champions de @Rock…"
5d8d0a351203fc9d25baae45,Sun Sep 22 10:55:16 +0000 2019,0,,1.18E+18,,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SOCatalunya: ⚽️ Enhorabona a tots els equips pel gran campionat que heu disputat ! 
1. Special Olympics Catalunya 
2. @crecenpositivo @…"
5d8d0a351203fc9d25baae46,Sun Sep 22 10:43:12 +0000 2019,0,,1.18E+18,,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Dexerto: #Mixer star @Ninja explains why we might see esports at the Olympics sooner rather than later 🤔

https://t.co/z5zrXdnwbl"
5d8d0a351203fc9d25baae47,Sun Sep 22 10:29:49 +0000 2019,0,,1.18E+18,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SOCatalunya: ⚽️ Enhorabona a tots els equips pel gran campionat que heu disputat ! 
1. Special Olympics Catalunya 
2. @crecenpositivo @…"
5d8d0a351203fc9d25baae48,Sun Sep 22 10:29:30 +0000 2019,0,,1.18E+18,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @acellfederacio: ⚽️ Enhorabona a tots els equips pel gran campionat que heu disputat ! 
1. Special Olympics Catalunya 
2. @crecenpositiv…"
5d8d0a351203fc9d25baae49,Sun Sep 22 10:22:12 +0000 2019,0,,1.18E+18,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @acellfederacio: ⚽️ Enhorabona a tots els equips pel gran campionat que heu disputat ! 
1. Special Olympics Catalunya 
2. @crecenpositiv…"
5d8d0a351203fc9d25baae4a,Sun Sep 22 10:21:42 +0000 2019,0,,1.18E+18,,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @acellfederacio: ⚽️ Enhorabona a tots els equips pel gran campionat que heu disputat ! 
1. Special Olympics Catalunya 
2. @crecenpositiv…"
5d8d0a351203fc9d25baae4b,Sun Sep 22 10:20:39 +0000 2019,0,,1.18E+18,,0,"<a href=""https://esportsforus.com"" rel=""nofollow"">esportsforus</a>","Will Esports be in the olympics, Ninja explains - eSports For Us 
https://t.co/iQpMSaIKgg 
#esports #gaming #gamers https://t.co/8DxjLHQHmx"
5d8d0a351203fc9d25baae4c,Sun Sep 22 10:19:05 +0000 2019,6,,1.18E+18,,3,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","⚽️ Enhorabona a tots els equips pel gran campionat que heu disputat ! 
1. Special Olympics Catalunya 
2.… https://t.co/fli3uXEInN"
