OnlinePlacementAssessment,AcademicAdvising,CollegeOpportunitiesandAdvisingPrep,makeAconnection,SpendTimeDestinationKentState,favoritePartDestinationKentState,anyAdditionalComments
['nan'],['nan'],['nan'],"['felt', 'like', 'lot', 'thing', 'do', 'focus', 'instead', 'get', 'know', 'peer', 'one', 'people', 'meet', 'even', 'involve', 'meet', 'session', 'think', 'lot', 'focus', 'meet', 'classmate', 'similar', 'interest', 'encourage', 'interaction', 'rather', 'majority', 'program', 'tell', 'u', 'thing', 'already', 'know']","['talk', 'interaction', 'peer', 'especially', 'think', 'take', 'place', 'night', 'time', 'end', 'day', 'want', 'go', 'dorm', 'room', 'sleep', 'know', 'lot', 'people', 'immediately', 'go', 'bed', 'instead', 'try', 'interact', 'anyone', 'else']","['schedule', 'class', 'come', 'first', 'place']",['nan']
['nan'],['nan'],['nan'],"['icebreaker', 'early', 'day']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['tome', 'talk', 'one', 'another']",['nan'],"['meet', 'student']",['nan']
[],['nan'],['nan'],"['activity', 'ice', 'breaker']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],"['show', 'student', 'around', 'campus']","['really', 'enjoy', 'socialize', 'student', 'help', 'feel', 'nervous', 'college']",['nan']
['nan'],['nan'],['nan'],['anything'],['nan'],['nan'],['nan']
['nan'],"['adviser', 'heather', 'helpful', 'kind']","['give', 'good', 'explanation', 'expect', 'advise']",['nan'],['house'],"['schedule', 'class']",['nan']
['nan'],"['academic', 'advisor', 'knowledgeable', 'seem', 'know', 'lot', 'major', 'specific']",['nan'],['nan'],['nan'],['nan'],['nan']
"['provide', 'wide', 'range', 'material', 'equation', 'base', 'many', 'student', 'take', 'class', 'high', 'school', 'statistic', 'question', 'ask', 'relate']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['nan'],"['please', 'consider', 'show', 'student', 'potential', 'id', 'photo', 'print', 'id', 'deeply', 'worry', 'moment', 'find', 'take', 'photo', 'end', 'bad', 'photo', 'really', 'take', 'toll', 'way', 'felt', 'whole', 'experience', 'definitely', 'could', 'avoid', 'retake', 'prepare', 'photo', 'look', 'face', 'definitely', 'show']"
['nan'],['nan'],['nan'],"['generally', 'shy', 'person', 'fun', 'activity', 'maybe', 'art', 'student', 'get', 'together', 'art', 'craft', 'create', 'stuff']","['would', 'nice', 'spend', 'time', 'bond', 'student']","['like', 'even', 'activity', 'st', 'day']",['nan']
['nan'],['nan'],['nan'],"['maybe', 'activity', 'force', 'connection']","['free', 'time', 'able', 'explore', 'peer', 'reach', 'need', 'resource', 'day']",['nan'],['nan']
['nan'],['nan'],['nan'],"['conversation', 'incoming', 'freshman', 'instead', 'big', 'group', 'activity']",['nan'],['nan'],['nan']
['nan'],"['go', 'class', 'need', 'get', 'school', 'achieve', 'major', 'rush', 'felt', 'prepare', 'go', 'room', 'nothing', 'really', 'explain', 'question', 'ask', 'relevant', 'conversation']","['would', 'like', 'time', 'go', 'class', 'discus', 'class', 'like', 'see', 'mire', 'campus', 'would', 'also', 'nice', 'feel', 'comfortable', 'lot']",['nan'],"['get', 'know', 'campus', 'go', 'class', 'schedule', 'long']","['break', 'small', 'group', 'flash', 'guide']",['nan']
['nan'],['nan'],['nan'],['band'],['nan'],['nan'],['nan']
['nan'],"['really', 'choice', 'class', 'take', 'adviser', 'everything', 'already', 'lay']",['nan'],['nan'],['nan'],"['meet', 'new', 'people']",['nan']
['nan'],['nan'],['nan'],"['people', 'major', 'would', 'show', 'kiva', 'dinner', 'participate']","['make', 'mandatory', 'student', 'major', 'participate', 'socialize', 'activity']","['food', 'really', 'good', 'like', 'flash', 'guide', 'open']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['food'],"['painfully', 'bore']"
"['pretty', 'good', 'overall']","['love', 'academic', 'advisor', 'laura', 'nice', 'helpful', 'help', 'figure', 'four', 'year', 'would', 'like', 'enough', 'credit', 'sophomore', 'status']",['good'],"['major', 'social']",[],"['love', 'speech', 'love', 'learn', 'great', 'thing', 'kent', 'state', 'fashion', 'merchandise', 'top', 'nation', 'people', 'get', 'school', 'although', 'apply', 'interest', 'make', 'love', 'school', 'much']",['love']
['nan'],['nan'],['nan'],"['free', 'time']",[],['nan'],"['morning', 'session', 'sit', 'around', 'listen', 'people', 'talk', 'extremely', 'bore', 'helpful', 'take', 'away', 'nothing', 'big', 'waste', 'time', 'feel', 'orientation', 'need', 'day', 'long', 'cut', 'speaker', 'could', 'lot', 'fast']"
['nan'],"['advisor', 'extremely', 'helpful', 'patient', 'question', 'help', 'feel', 'prepare', 'upcoming', 'semester']",['nan'],['nan'],['nan'],"['favorite', 'part', 'schedule', 'class', 'could', 'feel', 'prepare', 'upcoming', 'fall', 'semester']",['nan']
['nan'],['nan'],['nan'],"['know', 'people', 'attend', 'would', 'help']","['student', 'club', 'would', 'nice']","['favorite', 'part', 'downtown', 'tour', 'restaurant', 'shop', 'charm']",['nan']
['nan'],['nan'],['nan'],['nan'],"['find', 'spot', 'really', 'talk', 'campus', 'job', 'opportunity']","['sit', 'advisor', 'figure', 'first', 'semester', 'class']",['nan']
['nan'],"['would', 'nice', 'connection', 'time', 'dance', 'people', 'enjoyable', 'experience', 'make', 'love', 'even']",['nan'],"['relax', 'event', 'relax', 'event', 'ease', 'feel', 'force', 'like', 'icebreaker', 'session', 'seem', 'like', 'filler', 'time']",['nan'],"['love', 'taste', 'dorm', 'experience', 'stay', 'overnight', 'well', 'move', 'place', 'place', 'give', 'good', 'idea', 'would', 'like', 'time', 'well', 'let', 'meet', 'someone', 'connect']",['nan']
['nan'],['nan'],['nan'],['nan'],"['tour', 'major', 'class']",['nan'],['nan']
['nan'],"['sweet', 'personable']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['mingle', 'time']","['transportation', 'sport', 'event']",['nan'],['nan']
[],"['score', 'yet', 'tell', 'would', 'still', 'need', 'take', 'placement', 'test', 'regardless', 'score', 'order', 'put', 'class', 'find', 'confuse', 'think', 'score', 'determine', 'class', 'otherwise', 'advisor', 'helpful']","['university', 'college', 'give', 'minute', 'decide', 'class', 'kent', 'core', 'class', 'look', 'interest', 'u', 'well', 'fill', 'lot', 'think', 'nearly', 'enough', 'time', 'difficult', 'time', 'fill', 'everything', 'fast', 'consequently', 'need', 'take', 'allot', 'time', 'complete', 'still', 'felt', 'rush', 'think', 'time', 'give', 'student', 'university', 'college', 'tell', 'kent', 'core', 'class', 'session', 'even', 'time', 'look', 'class', 'seem', 'interest']","['activity', 'student', 'split', 'student', 'parent', 'early']",['activity'],"['like', 'story', 'get', 'hear', 'story', 'student', 'outgo', 'overcome', 'feel', 'overwhelm', 'college', 'make', 'new', 'friend']",['nan']
['nan'],"['friendly', 'able', 'answer', 'question', 'well', 'help', 'try', 'solve', 'issue', 'class', 'time', 'credit']",['nan'],"['split', 'student', 'small', 'group', 'play', 'ice', 'breaker', 'game', 'small', 'group', 'get', 'know', 'good']",['nan'],"['even', 'free', 'time', 'hangout', 'new', 'friend', 'make']",['nan']
[],['nan'],['nan'],"['put', 'roommate']",['nan'],"['schedule', 'class', 'guess']",['nan']
['great'],"['feel', 'like', 'go', 'advise', 'appointment', 'blindly', 'never', 'give', 'academic', 'major', 'understand', 'adult', 'feel', 'important', 'parent', 'present', 'create', 'schedule', 'pay', 'class']","['session', 'alright', 'understand', 'college', 'art', 'science', 'group', 'separate', 'parent', 'whereas', 'rest', 'college', 'stay', 'together', 'feel', 'like', 'parent', 'different', 'page', 'come', 'back', 'meet']","['team', 'build', 'activity', 'presentation']","['perhaps', 'current', 'student', 'could', 'question', 'panel', 'could', 'ask', 'anything', 'kent', 'academic', 'house', 'question', 'could', 'respond', 'honesty', 'answer']","['get', 'check', 'student', 'id', 'breeze', 'also', 'able', 'make', 'new', 'friend', 'look', 'forward', 'see', 'fall', 'felt', 'comfortable', 'environment', 'also', 'glad', 'presentation', 'touch', 'tutor', 'assistance', 'provide']","['excite', 'attend', 'kent', 'state', 'fall']"
"['prepare', 'little', 'beforehand']","['nobody', 'know', 'count', 'college', 'credit', 'past', 'nobody', 'sure', 'also', 'nobody', 'know', 'practice', 'athletics', 'make', 'decision', 'make', 'hard', 'schedule', 'class']",['nan'],['nan'],[],['food'],[]
['nan'],"['feel', 'like', 'somewhat', 'rush', 'would', 'prefer', 'take', 'time']",['nan'],['nan'],['nan'],['nan'],['nan']
[],['nan'],"['everything', 'amaze', 'wait', 'start']","['open', 'talk', 'meet', 'new', 'people', 'great', 'time']",['everything'],"['favorite', 'part', 'dance', 'everyone', 'dance', 'party', 'first', 'floor', 'amaze', 'meet', 'many', 'new', 'people']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['enjoy', 'activity', 'get', 'talk', 'meet', 'people', 'similar', 'interest']","['lot', 'fun', 'speak', 'morning', 'day', 'one', 'lot', 'think', 'break', 'little', 'would', 'nice']"
['nan'],['nan'],['nan'],"['restrict', 'schedule', 'time', 'experience', 'college', 'like']","['spread', 'event', 'throughout', 'campus', 'allow', 'people', 'find', 'way']","['academic', 'advisor', 'amaze', 'process', 'make', 'feel', 'good']",['nan']
['nan'],['none'],['nan'],"['roommate', 'survey', 'room', 'someone', 'like']",['nan'],['everything'],['nan']
"['great', 'job', 'storm', 'helpful', 'positive']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['let', 'dont', 'force', 'please']","['book', 'house', 'status']","['go', 'downtown']",['nan']
['nan'],"['really', 'worry', 'schedule', 'class', 'advisor', 'extremely', 'helpful', 'make', 'simple', 'regret', 'spend', 'much', 'time', 'stress']",['nan'],"['much', 'want', 'first', 'really', 'enjoy', 'split', 'group', 'especially', 'people', 'major', 'meet', 'lot', 'great', 'people', 'excite', 'see', 'fall']","['like', 'tour', 'campus', 'great', 'direction', 'know', 'get', 'place']","['favorite', 'part', 'meet', 'new', 'people', 'come', 'really', 'small', 'town', 'graduate', 'people', 'friend', 'kindergarten', 'like', 'able', 'start', 'form', 'new', 'friendship']",['nan']
['nan'],['nan'],['nan'],['nan'],"['get', 'around', 'campus', 'easily']","['resource', 'fair']",['nan']
['nan'],['nan'],['nan'],"['know', 'somebody', 'attend']",['nan'],"['enjoy', 'even', 'activity', 'able', 'interact', 'people']",['nan']
['nan'],['nan'],['nan'],"['small', 'group', 'activity', 'u', 'interact', 'ex', 'game']","['get', 'involve', 'lot', 'option']","['go', 'downtown', 'kent']",['nan']
['nan'],"['advisor', 'much', 'help', 'know', 'course', 'might', 'learn']",['nan'],['know'],"['homework', 'study', 'balance', 'work']","['din', 'hall', 'pretty', 'nice']","['corse', 'description', 'vague', 'unhelpful', 'make', 'decision', 'also', 'give', 'time', 'say', 'week', 'allow', 'people', 'choose', 'kent', 'core', 'class', 'send', 'information', 'home', 'mail', 'give', 'time', 'one', 'night', 'decide', 'class', 'take']"
['nan'],"['helpful', 'seem', 'like', 'care']",['nan'],"['find', 'make', 'u', 'similar']","['long', 'tour', 'downtown', 'kent', 'navigate', 'campus']","['party', 'tour', 'downtown', 'get', 'connect', 'student']",['nan']
['nan'],['nan'],['nan'],"['put', 'group', 'student', 'get', 'know']","['navigate', 'campus']","['register', 'class', 'talk', 'advisor']",['nan']
['nan'],"['maybe', 'ask', 'question', 'student', 'plan', 'school', 'year']",['nan'],"['time', 'away', 'parent', 'allow', 'u', 'talk', 'nothing', 'academic', 'life', 'little', 'guide', 'current', 'student', 'also', 'large', 'group', 'put', 'people', 'similar', 'interest', 'together']","['time', 'people', 'similar', 'interest', 'get', 'together', 'talk']","['tour', 'downtown', 'information', 'overload', 'could', 'enjoy', 'see', 'thing', 'afraid', 'miss', 'anything']",['nan']
['nan'],['nan'],['nan'],"['time', 'socialize', 'meet', 'student', 'time']",['nan'],['nan'],['nan']
"['would', 'like', 'able', 'study', 'course', 'reassess', 'even', 'problem', 'try', 'study', 'take', 'unproctored', 'assessment', 'study']","['honestly', 'everything', 'talk', 'depth', 'welcome']","['everything', 'pretty', 'much', 'cover', 'fun', 'manner']","['play', 'smash']","['add', 'club', 'showcase', 'various', 'club', 'order', 'encourage', 'connect', 'student']","['love', 'even', 'activity', 'play', 'people', 'really', 'cool', 'amaze']",['nan']
['nan'],['nan'],['nan'],"['student', 'could', 'able', 'group', 'together', 'interact', 'people', 'similar', 'interest', 'whether', 'information', 'provide', 'student', 'attend', 'whatever', 'work']","['student', 'interaction', 'would', 'nice']","['meet', 'fellow', 'student', 'bond', 'super', 'smash']","['schedule', 'absolute', 'mess', 'first', 'presentation', 'student', 'late', 'able', 'explore', 'multiple', 'student', 'organization', 'morning', 'additionally', 'move', 'build', 'student', 'center', 'hour', 'move', 'center', 'another', 'hour', 'immediately', 'return', 'student', 'center', 'exhaust', 'pointless', 'day', 'two', 'schedule', 'even', 'confuse', 'need', 'visit', 'one', 'stop', 'discus', 'financial', 'aid', 'reserve', 'time', 'student', 'time', 'student', 'suppose', 'advise', 'meet', 'meet', 'different', 'branch', 'evident', 'sense', 'also', 'little', 'time', 'student', 'family', 'thing', 'need', 'e', 'discus', 'financial', 'aid', 'purchase', 'common', 'read', 'book', 'forth', 'need', 'accomplish', 'hope', 'miss', 'crucial', 'information', 'necessary', 'thing', 'want', 'new', 'student', 'attend', 'orientation', 'day', 'half', 'reason', 'hour', 'free', 'time', 'include', 'day']"
['nan'],"['great', 'except', 'advisor', 'seem', 'understand', 'honor', 'leadership', 'academy', 'suggest', 'take', 'good', 'fit', 'class', 'felt', 'slightly', 'insult', 'hard', 'work', 'program', 'aspect', 'due', 'seem', 'lack', 'knowledge', 'great']",['nan'],['nan'],"['financial', 'aid', 'loan', 'option']",['nan'],['nan']
['nan'],['nan'],['nan'],"['nothing', 'saw', 'informative', 'event', 'rather', 'social', 'event']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['favorite', 'enjoy', 'everything']",['nan']
['nan'],['nan'],['nan'],"['event', 'group', 'student', 'similar', 'interest', 'chat', 'connect']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['group', 'really', 'bring', 'lot', 'u', 'together', 'well', 'game', 'tenth', 'floor', 'video', 'game', 'indoor', 'sorry', 'spell']","['job', 'campus', 'also', 'talk', 'federal', 'work', 'study']",['nan'],['nan']
['nan'],['nan'],['nan'],"['make', 'effort', 'sociable', 'roommate']","['navigate', 'campus', 'still', 'somewhat', 'confuse']","['schedule', 'excite', 'smooth', 'process']",['nan']
['nan'],"['meet', 'honor', 'advisor', 'would', 'beneficial']",['nan'],"['perhaps', 'group', 'individual', 'personal', 'interest']","['college', 'life', 'atmosphere']","['even', 'group', 'activity']","['believe', 'well', 'construct', 'program', 'however', 'make', 'real', 'connection', 'amongst', 'peer', 'somewhat', 'difficult']"
['nan'],['nan'],['nan'],['nan'],"['give', 'full', 'campus', 'tour', 'include', 'residence', 'hall', 'information', 'dorm']","['favorite', 'part', 'meet', 'new', 'friend', 'even', 'whatever', 'want']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['story', 'divide', 'group', 'base', 'upon', 'major', 'get', 'know', 'people', 'share', 'similar', 'interest']",['nan']
['nan'],['nan'],['nan'],"['activity', 'force', 'talk', 'icebreaker']",['nan'],['story'],"['think', 'necessary', 'stay', 'night', 'speech', 'absolutely', 'terribly', 'long', 'day', 'half', 'spend', 'could', 'shorten', 'hour', 'instead', 'draw', 'need', 'think', 'mainly', 'schedule', 'class', 'instead', 'thing', 'look', 'need']"
['nan'],['nan'],['nan'],"['small', 'group', 'would', 'help']","['need', 'base', 'major']","['split', 'small', 'group', 'flash', 'guide', 'play', 'game']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['explore', 'downtown', 'kent', 'visit', 'college', 'specific', 'major', 'stay', 'actual', 'residence', 'hall', 'meet', 'advisor', 'receive', 'flash', 'card']","['boy', 'specific', 'college', 'follow', 'around', 'whole', 'time', 'make', 'hard', 'branch', 'connect', 'new', 'classmate', 'cling', 'whole', 'time', 'would', 'much', 'good', 'experience', 'explore', 'make', 'friend', 'like', 'look', 'forward', 'would', 'felt', 'uncomfortable', 'tell', 'give', 'space', 'since', 'likely', 'see', 'frequently']"
['nan'],['nan'],['nan'],['nan'],"['add', 'tour', 'help', 'student', 'easy', 'able', 'navigate', 'campus']","['everyone', 'friendly', 'attitude', 'make', 'feel', 'right', 'home', 'intimidate']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['meet', 'great', 'group', 'friend']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['meet', 'advisor', 'schedule', 'class']",['nan']
['na'],"['nice', 'helpful']",['na'],"['meet', 'help']","['choose', 'class']","['ability', 'u', 'explore', 'meet', 'new', 'people']",['na']
['nan'],['nan'],['nan'],['nan'],['nan'],"['tour', 'downtown', 'kent']",['nan']
['really'],['nan'],['nan'],['nan'],['nan'],"['learn', 'new', 'thing', 'experience', 'well', 'meet', 'new', 'people']",['nan']
['nan'],['nan'],['nan'],"['ice', 'breaker']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['time', 'meet', 'student', 'college']",['nan']
['nan'],"['advisor', 'personable', 'indeed', 'help', 'get', 'compare', 'counselor', 'high', 'school']",['nan'],['nan'],['nan'],['nan'],['nan']
[],['nan'],"['first', 'hour', 'lot', 'speech', 'lot', 'talk', 'ton', 'information']",['nan'],"['club', 'mental', 'health', 'service']","['peppy', 'great', 'go', 'beyond', 'make', 'u', 'comfortable', 'excite']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['flash', 'guide', 'story']",['nan']
['nan'],['nan'],['nan'],"['activity', 'base', 'college', 'attend']","['map', 'campus']","['schedule', 'class', 'meet', 'new', 'people']","['love', 'meet', 'everyone', 'feel', 'like', 'make', 'strong', 'connection', 'people']"
['nan'],['nan'],['nan'],"['activity', 'interact', 'like', 'party']","['get', 'know', 'campus', 'good']","['party', 'able', 'meet', 'new', 'people', 'connect', 'also', 'food']",['nan']
['nan'],"['question', 'answer', 'good', 'understand', 'academic']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],[],"['activity', 'flash', 'guide']",['nan']
[],['nan'],['nan'],"['opportunity', 'talk', 'student', 'like', 'end', 'day']","['campus', 'tour', 'individual', 'organization', 'club', 'information']","['meet', 'future', 'peer']",['nan']
['nan'],"['friendly', 'make', 'feel', 'comfortable', 'welcome']",['nan'],"['put', 'afraid', 'meet', 'new', 'people']","['campus', 'weather']","['friendly', 'flash', 'guide', 'really', 'make', 'excite', 'come', 'school', 'fun', 'welcome', 'environment']","['think', 'great', 'wonderful', 'way', 'welcome', 'new', 'student']"
['nan'],"['incredible', 'helpful', 'come', 'schedule', 'class']",['nan'],"['split', 'college', 'often', 'connect', 'people', 'go', 'take', 'class']","['navigate', 'around', 'campus']","['get', 'schedule', 'next', 'year', 'excite', 'see', 'go', 'next', 'year', 'class', 'take']",['nan']
['nan'],['nan'],['nan'],['school'],"['spend', 'time', 'try', 'sell', 'school', 'student', 'parent', 'build', 'confidence', 'choice']",['nan'],['nan']
['nan'],"['super', 'nice', 'helpful']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],"['question', 'answer', 'learn', 'schedule', 'class']",['nan'],['nan'],['campus'],"['group', 'chat', 'lot', 'fun', 'meet', 'friend']",['nan']
['nan'],['nan'],['nan'],['student'],['nan'],['nan'],"['issue', 'make', 'clear', 'still', 'take', 'math', 'placement', 'test', 'check', 'account', 'say', 'exempt', 'take', 'sit', 'score', 'take', 'say', 'need', 'complete', 'confuse', 'get', 'figure']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['nightly', 'event', 'able', 'find', 'click', 'make', 'new', 'friend', 'quickly']",['nan']
['nan'],['nan'],['nan'],"['small', 'group', 'activity']","['actual', 'dorm', 'tour']",[],['nan']
['nan'],['nan'],['nan'],"['around', 'parent', 'day', 'college', 'student', 'suppose', 'independent', 'need', 'separate', 'family', 'orientation']",['nan'],['nan'],['nan']
['nan'],"['maria', 'extremely', 'genuine', 'person', 'tell', 'really', 'care', 'student', 'kent', 'make', 'sure', 'felt', 'comfortable', 'passionately', 'answer', 'every', 'question', 'make', 'general', 'interest', 'priority', 'definitely', 'keeper', 'make', 'even', 'excite', 'start', 'art', 'student', 'kent']",['nan'],"['nothing', 'perfect']","['nope', 'cover', 'everything', 'perfectly']","['schedule', 'class', 'academic', 'advisor', 'really', 'like', 'maria', 'make', 'feel', 'even', 'trust', 'university', 'easy', 'talk', 'lovely', 'person', 'make', 'fell', 'comfortable', 'excite', 'start', 'fall']",['nan']
['nan'],['nan'],['nan'],['nan'],"['meet', 'people']",['nan'],['nan']
[],['nan'],['nan'],"['split', 'college', 'able', 'separate', 'parent', 'make', 'friend', 'dinner', 'parent', 'leave', 'think', 'fun', 'together']","['feel', 'like', 'already', 'hear', 'lot', 'stuff', 'hear', 'take', 'tour', 'admit', 'student', 'day', 'bore', 'favorite', 'thing', 'go', 'college', 'art', 'hear', 'program', 'watch', 'video', 'activity']","['meet', 'friend', 'go', 'back', 'hall', 'stay', 'night']","['get', 'cup', 'water', 'room', 'night']"
"['instruction', 'clear', 'like', 'get', 'second', 'chance', 'retake']","['helpful', 'explain', 'everything', 'way', 'understand', 'also', 'back', 'quickly', 'ask', 'question']","['nice', 'welcome', 'personable', 'answer', 'question']",['nan'],['nan'],"['like', 'glow', 'party', 'get', 'meet', 'talk', 'new', 'people', 'fun']",['nan']
['nan'],['nan'],['nan'],"['find', 'people', 'major']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['explore', 'downtown', 'kent']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['nan'],"['feel', 'orientation', 'focus', 'sell', 'school', 'focus', 'make', 'student', 'comfortable']"
"['take', 'plenty', 'time']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],"['expect', 'lot', 'stuff', 'already', 'figure', 'take', 'long', 'finish', 'step']",['remember'],['game'],['nan'],['nan'],['nan']
"['hard', 'felt', 'unprepared']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['hand', 'team', 'build', 'activity']",['nan'],"['enjoy', 'split', 'college', 'meet', 'people', 'class']",['nan']
['nan'],"['counselor', 'kind', 'helpful']",['nan'],['nan'],"['commuter', 'student', 'really', 'get', 'much', 'information', 'student', 'stay', 'campus', 'presentation', 'commuter', 'lot', 'new', 'information']","['favorite', 'part', 'stay', 'group', 'new', 'people', 'meet', 'play', 'game', 'sit', 'talk', 'walk', 'around', 'meet', 'eat', 'breakfast', 'morning']",['nan']
['nan'],['nan'],['nan'],['nan'],"['stuff', 'get', 'job', 'campus']","['dorm', 'room', 'experience']",['nan']
['nan'],['nan'],['nan'],['nan'],"['maybe', 'get', 'know', 'way', 'around', 'campus', 'activity', 'meet', 'student', 'instead', 'presentation', 'throughout', 'first', 'day']","['meet', 'new', 'people']",['nan']
['nan'],['nan'],['nan'],"['time', 'get', 'know']",['nan'],"['dorm', 'experience', 'get', 'know', 'would', 'like']",['nan']
['nan'],['nan'],['nan'],"['group', 'work', 'activity', 'together', 'connect', 'program', 'day']",['nan'],"['doit', 'lecture', 'really', 'make', 'easy', 'understand']",['nan']
['nan'],"['experience', 'advisor', 'excellent', 'helpful']",['helpful'],['activity'],[],"['hear', 'story']",['nan']
['nan'],['nan'],['nan'],"['talk', 'people', 'people', 'actually', 'want', 'conversation']","['buy', 'book', 'book', 'buy']","['stay', 'dorm', 'walk', 'around', 'campus', 'eat']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['nan'],"['everybody', 'positive', 'really', 'cool']"
['nan'],['nan'],['nan'],"['opportunity', 'socialize']","['time', 'student', 'socialize', 'free', 'time']","['advise', 'go', 'really', 'well', 'graduate', 'school', 'advisor', 'explain', 'everything', 'really', 'well', 'help', 'make', 'decision', 'regard', 'class']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['get', 'schedule']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['karaoke'],['nan']
['nan'],['nan'],['nan'],['nan'],"['help', 'student', 'navigate', 'campus']","['get', 'talk', 'student', 'share', 'major']",['nan']
['nan'],"['felt', 'little', 'rush', 'wish', 'advisor', 'explain', 'core', 'class', 'sign', 'knock', 'kent', 'vote']",['nan'],"['split', 'group', 'base', 'college', 'early', 'time', 'make', 'good', 'connection']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['meet', 'people', 'night', 'roommate', 'get', 'one']",['nan'],"['dance', 'party', 'game', 'end', 'day', 'one', 'really', 'get', 'connect', 'student']",['nan']
"['make', 'calculator', 'complex']",['nan'],['nan'],['nan'],['nan'],"['love', 'make', 'new', 'friend', 'go', 'see', 'college', 'major']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['social', 'experience', 'fun', 'talk', 'student']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['meet', 'new', 'people']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['glow'],['nan']
['nan'],['nan'],['nan'],"['need', 'confident', 'adventurous']","['think', 'discus', 'get', 'text', 'book', 'option', 'detail', 'behind', 'get', 'address', 'clearly']","['overall', 'felt', 'satisfy', 'learn', 'everyday', 'campus', 'life', 'thing', 'work', 'general']",['nan']
['nan'],"['first', 'advisor', 'help', 'much', 'know', 'schedule', 'talk', 'staff', 'really', 'help', 'figure', 'everything', 'also', 'discussion', 'ba', 'b', 'aurora']",['nan'],"['social', 'event', 'story', 'help', 'lot']",['nan'],"['absolutely', 'love', 'every', 'part', 'roommate', 'awesome', 'social', 'hour', 'much', 'fun', 'story', 'confession', 'helpful', 'open', 'meet', 'friend']","['extremely', 'excite', 'move', 'really', 'see', 'effort', 'preparation', 'everyone', 'put', 'amaze', 'job', 'even', 'wan', 'na', 'leave']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['advise', 'schedule', 'class']",['nan']
['nan'],"['great', 'personable', 'help', 'lot', 'really', 'appreciate']",['nan'],"['group', 'bond', 'activity', 'designate', 'college']","['plan', 'stay', 'roommate', 'add', 'check', 'together', 'check']","['connect', 'flash', 'guide', 'peer']",['thank']
['nan'],['nan'],['nan'],['nan'],"['make', 'worth', 'time', 'parent', 'family', 'attend', 'session', 'differ', 'family', 'student', 'make', 'borderline', 'pointless']",['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],"['sport', 'team', 'center', 'athletics']","['like', 'go', 'downtown']",['nan']
['nan'],['nan'],['nan'],"['group', 'activity', 'game']",[],"['food', 'good', 'schedule', 'class', 'organize']",[]
['nan'],['nan'],['nan'],"['meet', 'maybe', 'social', 'time', 'repetitive', 'lecture']","['time', 'class']","['dinner', 'nice', 'actually', 'get', 'know', 'people', 'beyond', 'name', 'major']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['nan'],"['opinion', 'none', 'session', 'day', 'tell', 'anything', 'new', 'student', 'house', 'application', 'do', 'point', 'many', 'would', 'like', 'know', 'din', 'hall', 'offer', 'suggest', 'thing', 'bring', 'dorm']"
