OnlinePlacementAssessment,AcademicAdvising,CollegeOpportunitiesandAdvisingPrep,makeAconnection,SpendTimeDestinationKentState,DestinationKentState,anyAdditionalComments
['nan'],['nan'],['nan'],['nan'],['nan'],['nan'],"['day', 'entirely', 'long', 'fill', 'lot', 'unnecessary', 'information', 'topic', 'could', 'address', 'couple', 'hour', 'food', 'good', 'especially', 'consider', 'cost', 'guest']"
['nan'],['nan'],['nan'],"['college', 'relate', 'random', 'story']",['nan'],"['story', 'flash', 'guide', 'feel', 'like', 'presentation', 'could', 'either', 'take', 'even', 'make', 'check', 'short', 'take', 'away', 'time', 'flash', 'guide', 'could', 'talk', 'kiva', 'interest', 'hear', 'different', 'story', 'hear', 'make', 'u', 'future', 'student', 'want', 'talk', 'one', 'give', 'speech']",['nan']
['nan'],['nan'],['nan'],['communication'],['nan'],"['flash', 'guide']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['enjoy', 'guest', 'lecture', 'give', 'first', 'seminar']",['nan']
['nan'],['nan'],['nan'],"['try', 'go', 'way', 'try', 'make', 'friend', 'think', 'best', 'way', 'try', 'good', 'time']",['nan'],"['favorite', 'part', 'walk', 'around', 'campus', 'see', 'everything', 'learn', 'everything']",['nan']
"['specific', 'whether', 'learn', 'module', 'make', 'seem', 'like', 'matter', 'dont']",['nan'],['nan'],"['get', 'know', 'game']","['walk', 'around', 'campus']","['actually', 'able', 'move', 'walk', 'around', 'freely', 'night']",['nan']
['nan'],['nan'],['nan'],['nan'],"['best', 'way', 'purchase', 'book', 'supply', 'structure', 'kickoff']","['advise', 'meet', 'positive', 'experience', 'rush', 'academic', 'tip', 'informative', 'mingle', 'classmate', 'positive', 'welcome', 'atmosphere']","['wonderful', 'energize', 'experience', 'overall']"
"['believe', 'make', 'clear', 'learn', 'module', 'take', 'assessment', 'many', 'student', 'meet', 'good', 'math', 'whole', 'didnt', 'know', 'expect', 'placement', 'assessment', 'know', 'learn', 'module', 'therefore', 'place', 'low']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],"['advisor', 'extremely', 'nice', 'helpful', 'make', 'experience', 'great', 'thankful']",['nan'],"['interactive', 'game', 'meet', 'greet']",['nan'],"['love', 'first', 'class', 'experience', 'advise', 'professor', 'interactive', 'friendly', 'make', 'material', 'interest']",['nan']
['nan'],"['schedule', 'enjoy', 'opportunity', 'help', 'navigate', 'college', 'credit', 'leave', 'complete']",['nan'],"['actually', 'time', 'talk', 'student', 'facilitate', 'environment', 'e', 'session', 'activity', 'prior', 'many', 'session', 'meal', 'meet', 'people', 'enough', 'sit', 'activity']","['parent', 'attend', 'thing', 'care', 'give', 'student', 'thing', 'finance', 'health', 'safety', 'house', 'director', 'teach', 'give', 'presentation', 'throughout', 'day', 'actually', 'keep', 'attention', 'topic', 'may', 'quite', 'care', 'cut', 'amount', 'time', 'many', 'long', 'lecture', 'need', 'hour', 'say', 'much', 'get', 'remember']","['second', 'day', 'student', 'technically', 'campus', 'fall', 'many', 'first', 'topic', 'spend', 'people', 'around', 'spring', 'know', 'opportunity', 'meet', 'complete', 'similar', 'orientation', 'spring', 'anyway', 'second', 'day', 'really', 'help', 'get', 'meet', 'people', 'program', 'talk', 'learn', 'opportunity', 'felt', 'personalize']","['information', 'provide', 'felt', 'repetitive', 'campus', 'tour', 'session', 'require', 'could', 'provide', 'good', 'opportunity', 'people', 'interest', 'certain', 'topic', 'learn', 'find', 'acquire', 'need', 'parent', 'financial', 'session', 'student', 'actually', 'meet', 'one', 'another', 'socialize', 'inhibit', 'parental', 'presence']"
['nan'],"['super', 'nice', 'think', 'option', 'honestly', 'dont', 'think', 'fault']","['give', 'list', 'id', 'require', 'option', 'class', 'send', 'could', 'prepare', 'advise', 'visit', 'actually', 'want']","['group', 'people', 'roommate', 'general', 'meet', 'different', 'small', 'group', 'get', 'know', 'people']","['meet', 'people', 'class', 'go', 'build']","['group', 'play', 'game', 'flash', 'guide', 'get', 'know', 'major', 'even', 'major']",['nan']
['nan'],['nan'],['nan'],['nan'],"['navigate', 'campus']","['talk', 'student']",['nan']
"['inform', 'student', 'access', 'allow', 'utilize', 'assist', 'placement', 'assessment', 'prior', 'take']",['nan'],['nan'],['nan'],['nan'],"['begin', 'build', 'potential', 'friendship', 'bond', 'peer']",['nan']
"['would', 'make', 'clear', 'student', 'placement', 'test', 'cover', 'topic']",['nan'],['nan'],['nan'],"['tour', 'campus']","['future', 'classmate', 'schedule', 'class']",['nan']
"['take', 'do', 'school', 'year']",['helpful'],"['woman', 'give', 'talk', 'absolutely', 'horrible', 'sound', 'illiterate', 'read', 'half', 'crowd', 'asleep', 'half', 'phone']","['friend', 'come']",['nan'],['nan'],"['friendly', 'make', 'sure', 'fun', 'good', 'experience']"
['nan'],"['satisfy', 'advisor', 'excellent', 'help', 'explore', 'want', 'double', 'major', 'minor', 'concentration', 'well', 'help', 'figure', 'previous', 'credit', 'fit', 'within', 'major', 'core', 'class']",['nan'],"['opportunity', 'socialize', 'group', 'specifically', 'felt', 'like', 'barely', 'chance', 'even', 'find', 'florence', 'let', 'alone', 'get', 'know']",['nan'],"['enjoy', 'meet', 'academic', 'advisor', 'schedule']","['find', 'day', 'one', 'useful', 'information', 'hear', 'first', 'campus', 'visit', 'golden', 'flash', 'day', 'well', 'read', 'previous', 'apply', 'choose', 'kent', 'also', 'since', 'participate', 'florence', 'program', 'much', 'relevant', 'second', 'semester', 'cover', 'first', 'year', 'experience', 'class']"
"['make', 'score', 'test', 'day', 'clear']","['make', 'lot', 'comfortable', 'nervous', 'class', 'need', 'graduate', 'advisor', 'great']",['nan'],"['spend', 'time', 'people', 'major', 'instead', 'one', 'session', 'make', 'friend', 'see', 'fall']","['time', 'group', 'people', 'major', 'college']","['meet', 'new', 'people', 'advise', 'appointment', 'class', 'schedule']",['nan']
['nan'],['nan'],['nan'],['nan'],"['find', 'way', 'around', 'campus']","['meet', 'peer', 'academic', 'advisor']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['meet', 'advisor', 'great']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['schedule', 'class']",['nan']
"['test', 'end', 'finish', 'never', 'show', 'score']","['leave', 'advise', 'session', 'feel', 'confuse', 'want', 'attend', 'kent', 'would', 'encourage', 'advisor', 'positive', 'possible', 'student', 'felt', 'bite', 'defeat', 'like', 'work', 'put', 'nothing']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],"['prior', 'something', 'send', 'would', 'helpful', 'tell', 'go', 'happen', 'hand']",['nan'],"['previously', 'talk', 'group', 'chat', 'also', 'talk', 'people', 'college', 'similar', 'major']",['nan'],"['favorite', 'part', 'create', 'class', 'schedule', 'meet', 'college', 'get', 'know', 'learn']",['nan']
"['would', 'really', 'helpful', 'know', 'room', 'assignment', 'upcoming', 'school', 'year', 'way', 'know', 'big', 'room', 'would', 'expect', 'also', 'would', 'good', 'look', 'option', 'schedule', 'long', 'period', 'time', 'get', 'minute', 'also', 'split', 'different', 'college', 'play', 'jeopardy', 'waste', 'time', 'get', 'information', 'next', 'year', 'play', 'game', 'along', 'parent', 'happy']","['like', 'sit', 'current', 'student', 'make', 'final', 'schedule', 'know', 'way', 'around', 'campus', 'build', 'close', 'lot', 'helpful', 'advice']",['nan'],"['realize', 'interest']",['nan'],"['walk', 'downtown']","['love', 'tuna']"
['nan'],"['helpful', 'considerate']",['nan'],"['activity', 'introduce', 'get', 'know']",['nan'],"['story', 'q', 'entertain', 'welcome', 'around', 'general', 'lot', 'fun']","['bowman', 'good']"
['good'],"['fully', 'satisfy']",['nan'],['nan'],['nan'],"['meet', 'new', 'people', 'boat', 'know', 'anyone', 'else']",['nan']
"['multiple', 'choice']",['nan'],['none'],['none'],['none'],"['meet', 'advisor', 'awesome']",['nan']
['nan'],['nan'],['nan'],['shy'],['nan'],['nan'],['nan']
"['placement', 'test', 'student', 'come', 'credit', 'hour', 'kent', 'state', 'student', 'absolutely', 'reason', 'require', 'attend', 'absolute', 'waste', 'time', 'nothing', 'shy', 'disappoint', 'think', 'childish', 'well', 'able', 'schedule', 'class', 'like', 'last', 'semester']","['awesome', 'work', 'prior', 'year', 'well']",['nan'],['nan'],['nan'],['nan'],"['waste', 'time', 'come', 'almost', 'credit', 'hour', 'kent', 'state', 'need', 'attend', 'garbage']"
['nan'],['nan'],['nan'],"['pair', 'talk', 'common', 'thing', 'list', 'question', 'ask']","['learn', 'anything', 'new']","['schedule', 'still', 'great']",['nan']
"['first', 'day', 'much', 'take', 'lecture']",['nan'],['nan'],['talk'],['nan'],['nan'],['nan']
['nope'],['dope'],[],['time'],[],['eat'],[]
['nan'],['nan'],"['would', 'spread', 'fun', 'u', 'sit', 'listen', 'overload', 'information', 'fun', 'enjoyable', 'difficult', 'retain']","['effort', 'try']","['offer', 'another', 'tour', 'campus', 'actually', 'get', 'see']","['even', 'time', 'guide', 'peer', 'get', 'let', 'loose', 'talk', 'new', 'people', 'guide', 'really', 'fun']",['nan']
['nan'],"['make', 'sure', 'comfortable', 'schedule', 'know', 'class']",['nan'],['nan'],['nan'],['nan'],"['limit', 'choice', 'dinner', 'crowd']"
['nan'],"['make', 'everything', 'stressful', 'student', 'explain', 'every', 'scenario']",['nan'],['nan'],"['location', 'certain', 'subject', 'build', 'math', 'build']","['meet', 'flash', 'guide', 'earth', 'incoming', 'freshman', 'make', 'u', 'engage', 'fun', 'activity']",['nan']
['nan'],['nan'],['nan'],"['small', 'group', 'opportunity']",['nan'],"['student', 'success', 'story', 'even', 'activity', 'really', 'enjoy']",['nan']
['nan'],['nan'],['nan'],"['wish', 'spend', 'time', 'student', 'respective', 'college', 'connect', 'multiple', 'student', 'get', 'spend', 'much', 'time', 'student', 'similar', 'major']",['nan'],"['flash', 'guide', 'session', 'gold', 'team', 'amaze', 'never', 'stop', 'smile', 'fun', 'make', 'kent', 'state', 'feel', 'like', 'excite', 'welcome', 'home', 'next', 'four', 'year', 'go', 'beyond', 'connect', 'student', 'help', 'u', 'find', 'way']",['nan']
"['take', 'placement', 'assessment', 'choice', 'yes']","['advisor', 'great', 'really', 'enjoy', 'meet', 'student', 'advisor', 'thing', 'explain']",['nan'],"['go', 'three', 'friend', 'feel', 'need', 'make', 'close', 'connection', 'another', 'student', 'speak', 'student', 'nice', 'know', 'easily', 'find', 'friend', 'class', 'begin', 'fall']",['nan'],"['stay', 'dorm', 'preview', 'eat', 'kent']",['nan']
['nan'],"['love', 'meet', 'advisor', 'helpful', 'kind', 'also', 'frank', 'honest', 'honestly', 'support', 'decision', 'want', 'make']","['program', 'answer', 'question', 'feel', 'much', 'confident', 'prepare', 'go', 'school']",['nan'],"['would', 'like', 'get', 'personalize', 'schedule', 'arrive', 'make', 'nervous', 'walk', 'experience', 'totally', 'understand']","['love', 'roommate', 'end', 'sit', 'talk', 'find', 'wonderful', 'people']","['nervous', 'program', 'begin', 'feel', 'helpful', 'thing', 'prepare', 'college', 'well', 'put', 'together', 'help', 'meet', 'new', 'friend']"
['nan'],['nan'],['nan'],['nan'],[],"['tour', 'downtown', 'best', 'part', 'nice', 'see', 'everything', 'around', 'kent', 'place', 'could', 'go', 'close', 'campus']",['nan']
['nan'],['nan'],['nan'],"['little', 'free', 'time', 'find', 'group', 'felt', 'comfortable']","['find', 'way', 'throughout', 'campus']",['nan'],['nan']
"['meet', 'seem', 'repetitive', 'information', 'also', 'think', 'long', 'favorite', 'part', 'student', 'center', 'first', 'day', 'make', 'meet', 'new', 'friend', 'talk', 'flash', 'guide', 'easy', 'intimate']","['woman', 'try', 'best', 'answer', 'question', 'know', 'everything', 'best', 'major']",['nan'],['nan'],['nan'],"['student', 'day', 'one', 'student', 'center', 'lot', 'fun', 'stressful', 'rest', 'day']",['nan']
['nan'],['nan'],['nan'],"['time', 'meet', 'begin']",['nan'],"['walk', 'downtown']",['nan']
['nan'],"['advisor', 'extremely', 'kind', 'helpful']",['nan'],"['encouragement', 'time', 'meet', 'people']",['nan'],['nan'],"['shorten', 'program']"
['nan'],['nan'],['nan'],['nan'],[],"['schedule', 'class']",['nan']
['nan'],"['incredibly', 'helpful', 'everything', 'take', 'great', 'care', 'ensure', 'everyone', 'question', 'answer', 'everyone', 'felt', 'home', 'excellent']",['nan'],"['nothing', 'do', 'behalf', 'kent', 'state', 'bad', 'talk', 'people', 'introduce']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],"['think', 'information', 'unimportant', 'provide']","['schedule', 'class', 'learn', 'fun', 'opportunity']",['nan']
['nan'],['nan'],['nan'],"['activity', 'student', 'lecture', 'thing']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['friendly', 'get', 'know', 'college', 'business', 'choice']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],"['show', 'u', 'laundry', 'room']",['nan'],['nan']
['nan'],"['actual', 'advisor', 'fantastic', 'actual', 'schedule', 'part', 'session', 'take', 'probably', 'minute', 'girl', 'help', 'keep', 'mess', 'keep', 'go', 'ask', 'question', 'frustrate', 'would', 'advise', 'maybe', 'someone', 'know', 'actual', 'professor', 'help', 'schedule', 'student']",['nan'],"['know', 'roommate', 'already', 'could', 'meet', 'get', 'know']","['navigate', 'way', 'around', 'campus', 'get', 'schedule']","['love', 'sit', 'major', 'play', 'game']",['nan']
"['maybe', 'refresher', 'send']","['helpful', 'information']",['nan'],"['group', 'go', 'adventure']",['nan'],"['see', 'room', 'able', 'adventure', 'self']",['nan']
['nan'],['nan'],['nan'],['nan'],"['anything', 'maybe', 'split', 'student', 'parent', 'much']","['interact', 'future', 'classmate']",['nan']
"['nope', 'best']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
"['take', 'cape', 'assessment', 'place', 'german', 'class', 'prior', 'take', 'impression', 'able', 'take', 'assessment', 'true', 'sure', 'misinformation', 'stupidity', 'information', 'test', 'tell', 'able', 'take']","['strange', 'meet', 'assign', 'advisor', 'although', 'experience', 'far', 'unpleasant']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['favorite', 'part', 'meet', 'new', 'friend', 'explore', 'downtown', 'kent']",['nan']
['nan'],['nan'],"['guy', 'speak', 'process', 'entertain', 'listen', 'well', 'could', 'tell', 'listen', 'love', 'help', 'heart', 'student', 'note', 'may', 'look', 'like', 'kind', 'portion', 'select', 'answer', 'subject', 'swear', 'great', 'time', 'kent']","['think', 'fact', 'little', 'much', 'help', 'get', 'know', 'student']","['think', 'everything', 'well', 'plan', 'think']",['nan'],"['much', 'fun']"
['nan'],['nan'],['nan'],['nan'],['nan'],['nan'],"['good', 'look', 'back', 'survey', 'feel', 'tour', 'campus', 'talk']"
['nan'],['nan'],['nan'],['nan'],"['overall', 'navigation', 'campus']","['meet', 'people', 'never', 'think', 'friend', 'stay', 'connect', 'right', 'orientation']",['nan']
['nan'],"['advisor', 'friendly', 'helpful', 'will', 'help', 'schedule', 'class', 'require', 'extra', 'class', 'want', 'take']","['fun', 'helpful', 'understand', 'class', 'would', 'need', 'schedule', 'would', 'credit', 'already']","['maybe', 'icebreaker', 'opportunity', 'talk', 'people', 'college']","['maybe', 'make', 'easy', 'find', 'flash', 'guide', 'advise', 'appointment', 'walk', 'schedule', 'also', 'model', 'room', 'close', 'due', 'construction', 'note']","['really', 'enjoy', 'walk', 'downtown', 'kent', 'help', 'figure', 'else', 'around', 'campus']",['nan']
['nan'],['nan'],['nan'],"['personal', 'icebreaker', 'force', 'people', 'talk', 'someone', 'know']","['although', 'situation', 'take', 'time', 'talk', 'student', 'enough', 'credit', 'junior', 'explain', 'opportunity', 'available', 'due', 'class', 'stand']","['learn', 'art', 'athletics', 'event', 'free', 'student']","['negative', 'comment', 'student', 'loud', 'dorm', 'try', 'sleep', 'example', 'people', 'talk', 'right', 'outside', 'door', 'type', 'quiet', 'hour', 'establish', 'lounge', 'people', 'want', 'stay', 'talk', 'go']"
['nan'],"['love', 'advisor', 'show', 'different', 'way', 'see', 'class']",['nan'],"['time', 'talk', 'people']",['build'],"['meet', 'new', 'people', 'schedule', 'class']",['nan']
['nan'],['nan'],['nan'],['nan'],"['new', 'book', 'buy', 'process']","['love', 'meet', 'academic', 'advisor', 'schedule', 'class', 'purchase', 'computer', 'everyone', 'helpful']",['nan']
['nan'],['nan'],['nan'],"['fill', 'questionnaire', 'maybe', 'point', 'match', 'people']",[],"['favorite', 'part']",['nan']
['nan'],['nan'],['nan'],"['opportunity', 'interact', 'student']",['nan'],['nan'],['nan']
['nan'],"['advisor', 'great', 'registration', 'great', 'prefer', 'staff', 'help', 'rather', 'student']",['nan'],['nan'],['nan'],['nan'],"['people', 'hall', 'say', 'skip', 'session', 'go', 'meal', 'strongly', 'good', 'attendance', 'policy', 'possible']"
['nan'],['nan'],"['think', 'experience', 'two', 'full', 'day', 'first', 'day', 'stressful', 'much', 'information']","['pair', 'people']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['put', 'outside', 'comfort', 'zone']",['nan'],"['story', 'favorite', 'part', 'make', 'feel', 'approachable']",['nan']
"['math', 'hard']",['nan'],['nan'],"['prior', 'arrive', 'could', 'fill', 'survey', 'match', 'someone', 'compatible']",['nan'],['nan'],['nan']
['nan'],"['academic', 'advise', 'team', 'able', 'get', 'class', 'base', 'minor', 'full', 'deeply', 'appreciate']",['nan'],['confidence'],['nan'],"['schedule', 'class']",['nan']
[],['nan'],['nan'],['nan'],"['student', 'involvement']","['meet', 'new', 'friend', 'experience', 'live', 'dorm', 'use', 'bathroom', 'share', 'room']",['nan']
['nan'],['nan'],['nan'],['nan'],[],"['sleep', 'day']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['nan'],"['think', 'long', 'feel', 'like', 'could', 'day', 'long', 'oppose', 'two', 'full', 'day']"
"['confuse', 'lot', 'people', 'think', 'go', 'opportunity', 'take', 'twice', 'think', 'could', 'take', 'immediately', 'complete', 'course', 'offer', 'could', 'take', 'second', 'final', 'time', 'think', 'clarity']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['think', 'walk', 'class', 'informative', 'thing']",['nan']
['nan'],['nan'],['nan'],"['way', 'share', 'social', 'medium']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],"['get', 'specific', 'like', 'advise', 'time']","['schedule', 'class']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['nan'],"['informative', 'great', 'connection', 'student']"
['nan'],['nan'],"['kent', 'state', 'year', 'kent', 'campus', 'know', 'know', 'everything', 'lot', 'information', 'drag', 'topic', 'already', 'deeply', 'know', 'end', 'skip', 'half', 'give', 'tour', 'campus', 'show', 'dorm', 'fall']",['nan'],['nan'],['nan'],['nan']
"['tool', 'confuse', 'use', 'problem']","['advisor', 'helpful', 'guide', 'right', 'direction', 'schedule', 'course']",['useful'],"['time', 'get', 'know', 'everyone']","['felt', 'topic', 'well', 'explain']","['talk', 'advisor', 'make', 'schedule', 'fall', 'semester']",['nan']
['nan'],"['think', 'experience', 'academic', 'adviser', 'go', 'well']","['really', 'informative', 'cover', 'lot', 'question', 'session']","['personality', 'questionnaire', 'roommate']","['navigate', 'campus', 'much', 'time', 'leave', 'navigate', 'campus', 'session']","['story', 'even', 'activity', 'really', 'let', 'connect', 'people']",['nan']
['nan'],['nan'],['nan'],"['one', 'roommate', 'also', 'people', 'college']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['outgo', 'conversation', 'starter']","['individual', 'college', 'people', 'see', 'lot', 'want', 'able', 'get', 'know', 'good', 'school', 'actually', 'start']","['like', 'make', 'schedule', 'really', 'like', 'one', 'one', 'time', 'advisor', 'walk', 'around', 'find', 'build', 'class', 'would', 'finally', 'feel', 'comfortable', 'campus']",['nan']
"['make', 'clear', 'retake', 'test', 'get', 'bad', 'score']",['nan'],['nan'],['nan'],['nan'],[],['nan']
['nan'],['nan'],['nan'],['nan'],"['tour', 'campus', 'even', 'though', 'look', 'schedule', 'seem', 'busy', 'much', 'dedicate', 'time', 'look', 'around']",['nan'],['nan']
['nan'],['nan'],['nan'],['major'],['nan'],['nan'],"['get', 'roommate', 'overnight', 'stay', 'personally', 'fine', 'care', 'parent', 'felt', 'really', 'bad', 'mad', 'feel', 'situation', 'probably', 'resolve', 'someone', 'really', 'care', 'want', 'alone', 'would', 'experience', 'fun', 'first', 'time', 'kent', 'dorm']"
['nan'],['nan'],['nan'],"['sure', 'think', 'connection', 'make', 'time', 'force', 'upon', 'day', 'however', 'talk', 'new', 'people']","['think', 'little', 'official', 'tour', 'campus', 'would', 'nice']","['din', 'nice', 'enjoyable']",['nan']
['nan'],['nan'],['nan'],"['people', 'major']","['show', 'u', 'library', 'use', 'resource']","['explore', 'downtown']",['nan']
"['placement', 'assessment', 'experience', 'good']","['none', 'academic', 'advisor', 'personable', 'easy', 'talk', 'know', 'go', 'make', 'transition', 'high', 'school', 'college', 'easy']",['nan'],"['pair', 'roommate', 'major']",['nan'],"['get', 'talk', 'flash', 'guide', 'hear', 'story', 'experience']",['nan']
['nan'],['nan'],['nan'],"['long', 'time', 'frame']",['nan'],['meet'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['food'],['nan']
"['class', 'area', 'placement', 'assessment', 'take', 'placement', 'assessment']",['nan'],['nan'],"['one', 'else', 'math', 'major', 'really', 'controllable', 'situation', 'really', 'problem', 'fix']","['think', 'full', 'tour', 'campus', 'would', 'pretty', 'cool', 'time']","['like', 'walk', 'talk', 'quite', 'people', 'maybe', 'make', 'friend']",['nan']
['nan'],['nan'],['nan'],['people'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['would', 'good', 'match', 'roommate', 'via', 'survey', 'find', 'like', 'interest', 'addition', 'wish', 'would', 'meet', 'roommate', 'morning', 'instead', 'end', 'day', 'arrive', 'different', 'time']",['nan'],"['enjoy', 'advise', 'period', 'one', 'one', 'experience', 'rather', 'experience', 'share', 'people']","['program', 'long', 'information', 'could', 'good', 'present', 'mail', 'end', 'day', 'family', 'tire', 'choose', 'participate', 'event', 'reason', 'although', 'informative', 'day', 'long', 'end', 'first', 'day', 'ready', 'break']"
['nan'],['nan'],['nan'],"['think', 'socialize', 'begin', 'would', 'help']",['nan'],"['get', 'connect', 'peer', 'fun', 'time']",['nan']
"['test', 'crash', 'middle', 'unable', 'go', 'back']","['cain', 'absolute', 'pleasure', 'make', 'feel', 'much', 'comfortable', 'transition', 'think', 'go', 'ally', 'next', 'year']",['nan'],"['pressure', 'make', 'connection', 'felt', 'need', 'learn', 'rather', 'make', 'connection', 'constant', 'pressure', 'talk', 'little', 'anxiety', 'induce']","['maybe', 'explain', 'find', 'way', 'around', 'campus', 'get', 'textbook']","['honor', 'college', 'meet', 'learn', 'ton', 'would']",['nan']
"['computer', 'difficulty', 'time', 'end', 'take', 'phone', 'difficult']","['advisor', 'answer', 'question', 'kind', 'informative']",['nan'],"['step', 'comfort', 'zone', 'talk', 'people']","['talk', 'find', 'book', 'go', 'need']","['meet', 'flash', 'guide', 'nice', 'approachable', 'really', 'get', 'conversation', 'answer', 'question']",['nan']
['nan'],['nan'],['nan'],"['force', 'talk']",['nan'],"['love', 'able', 'schedule', 'class']","['would', 'love', 'see', 'breakfast', 'improve']"
['nan'],['nan'],['nan'],"['time', 'mingle', 'student', 'rather']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['common'],['nan'],['nan'],['nan']
['nan'],"['disappoint', 'class', 'really', 'want', 'full']","['wish', 'know', 'hand', 'class', 'full']","['student', 'group', 'major', 'talk', 'flash', 'guide']","['aid', 'bill', 'able', 'pay', 'sooner']","['social', 'end', 'day', 'one']","['neither', 'lot', 'family', 'park', 'handicap', 'park', 'would', 'nice', 'tell', 'roommate', 'check', 'early', 'show', 'go', 'room', 'startle', 'sleep', 'head', 'would', 'nice', 'keep', 'coffee', 'urn', 'day', 'day', 'one', 'need', 'lunch']"
"['find', 'way', 'tell', 'u', 'want', 'retake', 'module', 'well']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
"['hard', 'stare', 'screen', 'long', 'give', 'headache']","['wish', 'would', 'allow', 'come', 'could', 'question', 'answer', 'also', 'think', 'meet', 'actual', 'advisor']",['nan'],"['group', 'game', 'fun', 'activity']",['nan'],['nan'],['nan']
['nan'],['keep'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],"['advisor', 'efficient', 'tell', 'get', 'information', 'stuff', 'answer']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],"['build', 'break', 'chat', 'one', 'one', 'guide']","['overnight', 'friend']",['nan']
"['take', 'get', 'use', 'format', 'learn', 'use', 'special', 'key', 'little', 'confuse']","['advisor', 'knowledgeable', 'different', 'choice', 'could', 'make', 'answer', 'question', 'ease', 'fantastic', 'experience']",['nan'],"['give', 'u', 'something', 'work', 'make', 'u', 'work', 'group']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['open', 'meet', 'new', 'people', 'even', 'though', 'scary']",['nan'],"['love', 'talk', 'college', 'think', 'super', 'cool', 'great', 'way', 'get', 'u', 'excite', 'program']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['free', 'time', 'explore', 'downtown']",['nan']
['nan'],['nan'],['nan'],['nan'],"['information', 'student', 'athlete']",['talk'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['nan'],"['session', 'long', 'maybe', 'split', 'session', 'thing', 'sit', 'long']"
['nan'],['nan'],['nan'],"['time', 'meet', 'new', 'people']","['campus', 'navigation']",['speak'],['nan']
['nan'],['nan'],['nan'],['nan'],"['learn', 'class', 'student', 'navigate', 'around', 'campus']",['nan'],['nan']
