OnlinePlacementAssessment,AcademicAdvising,CollegeOpportunitiesandAdvisingPrep,makeAconnection,SpendTimeDestinationKentState,DestinationKentState,anyAdditionalComments
['nan'],['nan'],['nan'],"['ice', 'beaker', 'activity']",['nan'],"['able', 'stay', 'room', 'peer', 'option', 'pick', 'roommate', 'know', 'someone', 'come', 'roommate', 'choose', 'come', 'time', 'state', 'able', 'room', 'give', 'sneak', 'peek', 'year', 'go', 'happy', 'roommate', 'pick', 'able', 'know', 'without', 'room', 'opportunity']",['nan']
"['straight', 'forward']","['smooth', 'helpful', 'experience', 'advisor', 'really', 'nice', 'helpful', 'come', 'schedule', 'class', 'class', 'locate', 'campus']","['little', 'long', 'bite', 'information', 'overload', 'however', 'felt', 'good', 'transition', 'high', 'school', 'college', 'especially', 'student']","['meet', 'major', 'would', 'nice', 'little', 'get', 'know', 'time', 'student', 'major', 'student', 'major', 'well']","['resident', 'hall', 'student', 'activity']","['everyone', 'go', 'little', 'town', 'kent']",['nan']
['nan'],"['think', 'advisor', 'attentive', 'helpful', 'wish', 'could', 'meet', 'register', 'order', 'help', 'figure', 'core', 'class', 'take']",['nan'],"['guess', 'spend', 'time', 'someone', 'base', 'define', 'factor', 'major', 'similar', 'interest']","['initially', 'hard', 'figure', 'layout', 'campus', 'perhaps', 'walk', 'around', 'campus', 'get', 'student', 'idea', 'layout']","['enjoy', 'free', 'time', 'give', 'u', 'dinner', 'first', 'day', 'could', 'choose', 'walk', 'downtown', 'kent', 'basement', 'student', 'center', 'partake', 'well', 'stroll', 'around', 'campus', 'go', 'pace', 'like', 'independence', 'give', 'believe', 'give', 'taste', 'college', 'life']",['nan']
"['let', 'know', 'find', 'log', 'maybe', 'head']",['nan'],['nan'],"['meet', 'great', 'maybe']",[],"['roommate', 'spend', 'time']","['nicely', 'do', 'love', 'team', 'good']"
['nan'],['nan'],['nan'],['introduce'],['nan'],['nan'],['nan']
"['give', 'learn', 'module', 'first', 'time', 'take', 'test']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['activity', 'force', 'collaborate', 'new', 'people']",['nan'],"['ice', 'breaker', 'vine']",['nan']
[],['nan'],['nan'],['time'],"['campus', 'whole', 'stay', 'one', 'section', 'campus']",['nan'],['nan']
"['make', 'clear', 'student', 'need', 'take', 'need', 'know', 'need', 'take', 'afterward']",['nan'],['nan'],"['small', 'group', 'time']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],"['tour', 'whole', 'campus', 'show', 'build']","['first', 'class', 'experience', 'great', 'spark', 'interest', 'class', 'also', 'teach', 'take', 'skill', 'work', 'college', 'high', 'school']",['nan']
['nan'],['nan'],['nan'],['nan'],[],"['break', 'group', 'base', 'college', 'get', 'ask', 'question']","['think', 'could', 'cut', 'little', 'short', 'information', 'useful', 'bite', 'draw', 'time', 'overall', 'great', 'experience', 'like', 'fun', 'serious', 'time']"
"['try', 'take', 'assessment', 'keep', 'send', 'page', 'long', 'exist', 'math', 'placement', 'test', 'say', 'need', 'take', 'placement', 'test', 'tell', 'take', 'one', 'arrive']","['advisor', 'meet', 'nice', 'helpful', 'help', 'create', 'schedule', 'completely', 'happy']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],"['helpful', 'answer', 'question']","['feel', 'add', 'list', 'job', 'around', 'kent', 'state']","['game', 'day', 'game', 'get', 'people', 'connect']",['nan'],"['food', 'get']","['thank', 'make', 'feel', 'home']"
"['give', 'student', 'time', 'learn', 'module', 'let', 'student', 'know', 'score', 'also', 'correlate', 'act', 'score']","['really', 'like', 'sit', 'first', 'half', 'first', 'day', 'highly', 'satisfy']",['nan'],['nan'],['nan'],"['favorite', 'part', 'story', 'really', 'make', 'u', 'see', 'everyone', 'struggle', 'first', 'couple', 'semester', 'kent', 'one', 'alone', 'many', 'organization', 'resource']","['really', 'nice', 'fun', 'experience', 'thank']"
[],['nan'],['nan'],"['ice', 'breaker', 'everyone']","['lot', 'acronym', 'use', 'know', 'spend', 'time', 'thing', 'call']","['make', 'friend', 'learn', 'college', 'v', 'high', 'school', 'specifically', 'flash', 'guide', 'story', 'break', 'talk', 'individual', 'guide']",['nan']
['nan'],['nan'],['nan'],"['think', 'way', 'make', 'connection', 'natural', 'glad', 'force', 'think', 'possibly', 'meet', 'one', 'roommate', 'arrive', 'would', 'helpful', 'make', 'least', 'one', 'connection', 'go', 'program']",['nan'],"['favorite', 'experience', 'go', 'downtown', 'kent', 'group', 'student', 'get', 'connect', 'explore', 'restaurant', 'shop']","['make', 'get', 'clear', 'would', 'helpful', 'never', 'campus', 'especially', 'construction', 'block', 'road', 'entrance']"
['nan'],['nan'],['nan'],"['time', 'socialization', 'maybe', 'spread', 'session', 'time', 'student', 'activity']","['time', 'tour', 'entire', 'campus', 'still', 'feel', 'somewhat', 'lose', 'also', 'socialization', 'time', 'student']","['spend', 'time', 'peer', 'escort']",['nan']
['nan'],"['meet', 'quick', 'easy', 'get', 'ideal', 'schedule']",['nan'],['nan'],"['maybe', 'add', 'tour', 'residence', 'hall']","['favorite', 'part', 'able', 'walk', 'downtown', 'go', 'party', 'student', 'center', 'friend']",['nan']
['nan'],['nan'],['nan'],"['opportunity', 'incoming', 'student', 'similar', 'even', 'activity']","['spend', 'time', 'buy', 'book', 'material']","['speak', 'academic', 'advisor', 'advisor', 'engage', 'helpful', 'give', 'great', 'advice', 'seem', 'personal', 'experience', 'oppose', 'generic', 'answer']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['favorite', 'part', 'would', 'schedule', 'class', 'look', 'forward', 'satisfy', 'feel', 'know', 'big', 'part', 'freshman', 'journey', 'complete', 'advisor', 'extremely', 'thorough', 'open', 'input', 'schedule', 'lead', 'realistic', 'set', 'class', 'fall', 'term', 'overall', 'experience']",['nan']
['nan'],"['enjoy', 'meet', 'realize', 'even', 'meet', 'advisor', 'major', 'felt', 'like', 'kind', 'talk', 'major', 'beside', 'great', 'pretty', 'helpful']",['nan'],"['felt', 'group', 'talk', 'early', 'day', 'would', 'helpful']","['time', 'separate', 'college']","['favorite', 'part', 'walk', 'downtown', 'party']",['nan']
['nan'],['nan'],['nan'],"['ice', 'breaker']",['nan'],['nan'],['nan']
['nan'],"['academic', 'advisor', 'incompetent', 'try', 'schedule', 'senior', 'seminar', 'even', 'though', 'sophomore', 'nobody', 'office', 'want', 'give', 'clear', 'answer', 'class', 'available', 'degree', 'tell', 'take', 'random', 'class', 'could', 'make', 'credit', 'already', 'go', 'would', 'know', 'good', 'let', 'screw', 'schedule', 'unsatisfied', 'schedule', 'deal', 'overall', 'experience', 'set', 'advise', 'appointment', 'someone', 'department', 'bad', 'schedule']","['waste', 'time', 'information', 'give', 'already', 'know']",['necessary'],[],"['enjoy', 'find', 'unnecessary']","['big', 'waste', 'time', 'force', 'attend', 'two', 'orientation', 'hear', 'information', 'third', 'time', 'junior', 'year', 'think', 'absolutely', 'ridiculous', 'time', 'waste', 'like', 'due', 'fact', 'wait', 'orientation', 'schedule', 'class', 'unable', 'schedule', 'class', 'need', 'limit', 'option', 'point', 'advisor', 'help', 'screw', 'schedule', 'badly', 'people', 'registration', 'portion', 'advise', 'also', 'help', 'plan', 'live', 'campus', 'sure', 'force', 'spend', 'night', 'everything', 'extremely', 'extremely', 'unnecessary', 'enjoy', 'previous', 'two', 'year', 'kent', 'state', 'experience', 'leave', 'disappoint', 'university', 'hope', 'measure', 'take', 'future', 'student', 'go', 'process']"
['nan'],"['advisor', 'helpful', 'kind', 'make', 'afraid', 'transition']",['nan'],"['lot', 'people', 'make', 'group', 'exclude', 'maybe', 'random', 'group', 'assignment', 'activity']","['spend', 'time', 'suppose', 'bring']","['make', 'friend', 'expect', 'make', 'come']",['nan']
"['student', 'believe', 'attend', 'destination', 'kent', 'state', 'waste', 'time', 'learn', 'anything', 'know', 'present', 'think', 'anyone', 'let', 'alone', 'former', 'student', 'spend', 'night', 'able', 'schedule', 'class', 'early', 'destination', 'kent', 'state', 'hold', 'back', 'upset']","['academic', 'advisor', 'faith', 'pursue', 'major', 'aeronautics', 'make', 'several', 'phone', 'call', 'step', 'office', 'several', 'time', 'meet', 'explanation', 'start', 'cry', 'make', 'feel', 'small', 'able', 'pursue', 'major', 'leave', 'office', 'switch', 'major']","['really', 'matter', 'put', 'box', 'formal', 'complaint', 'make']",['nan'],['nan'],"['fill', 'survey']",['nan']
['nan'],"['even', 'though', 'change', 'major', 'two', 'day', 'prior', 'still', 'able', 'accommodate', 'little', 'hassle', 'nice']",['nan'],['nan'],['nan'],"['definitely', 'best', 'part', 'kind', 'welcome']",['nan']
['nan'],['nan'],['nan'],"['put', 'different', 'small', 'group', 'talk', 'people', 'rather', 'group', 'people', 'together', 'base', 'college']","['campus', 'tour']","['think', 'interest', 'beneficial', 'part', 'hear', 'story', 'relatable', 'make', 'feel', 'comfortable', 'start', 'college']",['nan']
['nan'],['nan'],['nan'],"['team', 'build', 'activity']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['kind', 'respectful', 'fun', 'understand']","['guide', 'walk', 'steady', 'slow', 'pace', 'help', 'student', 'feel', 'accept', 'help', 'know', 'way', 'around']","['sleep', 'dorm', 'first', 'time', 'line', 'dance', 'schedule', 'class']",['nan']
['nan'],['nan'],['nan'],['nan'],"['help', 'walk', 'schedule', 'find', 'right', 'build']","['find', 'roommate']",['nan']
['nan'],"['meet', 'person', 'probably', 'full', 'time', 'advisor', 'program', 'study', 'would', 'prefer', 'meet', 'current', 'season', 'staffer']",['nan'],"['perhaps', 'know']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['breakout', 'session', 'college', 'helpful']",['nan']
['nan'],"['maria', 'great']",['nan'],"['time', 'interact']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['time', 'meet', 'people', 'instead', 'activity', 'certain', 'people']",['nan'],"['free', 'get', 'thing']",['nan']
['nan'],"['u', 'sit', 'next', 'advisor', 'instead', 'across', 'possible', 'easy', 'advisor', 'use', 'whatever', 'color', 'plan', 'program', 'call', 'explain', 'wait', 'credit', 'transfer', 'step', 'take', 'could', 'impact', 'schedule']",['nan'],"['small', 'group', 'outside', 'college', 'bond', 'activity', 'together', 'lecture', 'quiet', 'pay', 'attention', 'hard', 'socialize', 'walk', 'campus']","['think', 'optional', 'time', 'day', 'people', 'meet', 'roommate', 'could', 'break', 'people', 'roommate', 'live', 'different', 'state', 'plan', 'meet', 'full', 'campus', 'tour', 'optional', 'one', 'go', 'optional', 'one', 'instead', 'get', 'enough', 'time', 'tour', 'time', 'really', 'great', 'get', 'know', 'would', 'like', 'talk']","['resource', 'fair', 'register', 'class', 'resource', 'fair', 'really', 'fun', 'see', 'offer', 'kent', 'interact', 'potentially', 'get', 'spirit', 'item', 'kent', 'register', 'wait', 'throughout', 'day', 'really', 'nervous', 'super', 'excite']","['thank', 'hard', 'work', 'make', 'experience', 'possible']"
['nan'],['nan'],['nan'],['nan'],"['financial', 'aide', 'loan']","['meet', 'experience', 'college', 'expectation']",['nan']
"['wonderful', 'time']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
"['long', 'take', 'easy', 'question']","['easy', 'understandable', 'great', 'experience']","['learn', 'lot', 'everything', 'want', 'know']","['good', 'everything', 'do']","['get', 'book', 'stuff', 'class']","['schedule', 'class', 'see', 'downtown']",['nan']
['nan'],['nan'],['nan'],"['get', 'small', 'group', 'get', 'know', 'people', 'good']",['nan'],"['small', 'group', 'talk', 'walk', 'downtown']",['nan']
"['really', 'enjoy', 'hear', 'story', 'hard', 'ship', 'face', 'like', 'able', 'hear', 'service', 'available', 'student', 'campus', 'prior', 'knowledge', 'available', 'know', 'everything']","['like', 'advisor', 'really', 'try', 'see', 'interest', 'tell', 'need', 'do', 'minor', 'interest', 'pursue', 'advisor', 'also', 'give', 'contact', 'information', 'know', 'course']",['nan'],"['late', 'night', 'activity', 'help', 'nice', 'chance', 'meet', 'possibly', 'connect', 'people']",['nan'],['nan'],['nan']
[],['nan'],['nan'],['nan'],[],"['meet', 'roommate']",['nan']
['nan'],['nan'],['nan'],"['free', 'time', 'make', 'people', 'get', 'make', 'sure', 'put', 'least', 'people']","['time', 'see', 'campus', 'instead', 'u', 'follow', 'someone', 'maybe', 'instead', 'look', 'map', 'figure']","['free', 'time', 'walk', 'downtown', 'roommate', 'friend']",['nan']
['nan'],"['actual', 'advisor']",['nan'],"['ice', 'breaker', 'good', 'rock', 'paper', 'scissor']","['give', 'u', 'helpful', 'tip']",['nan'],['nan']
['nan'],['nan'],['nan'],"['find', 'way', 'mix', 'freshman']",['nan'],['nan'],['nan']
['nan'],"['seminar', 'long', 'repetitive', 'felt', 'do', 'one', 'day']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],"['future', 'plan']","['dorm', 'room']","['get', 'around', 'campus']","['flash', 'guide', 'story', 'nice', 'hear', 'go', 'struggle', 'like', 'people']",['nan']
['nan'],['nan'],['nan'],"['random', 'assign', 'group', 'activity', 'break', 'group', 'friend', 'make', 'everyone', 'branch']",[],"['day', 'one', 'go', 'academic', 'college', 'talk', 'faculty', 'staff']",['nan']
['nan'],['nan'],['nan'],['class'],['nan'],['food'],['nan']
['nan'],['nan'],['nan'],"['share', 'interest', 'major']",['nan'],"['time', 'spend', 'comfortable', 'speak', 'level', 'pace', 'peer', 'match']",['nan']
['nan'],['nan'],['nan'],['nan'],"['order', 'book']",['nan'],['nan']
['nan'],['nan'],['nan'],"['personalize', 'activity']","['class', 'work', 'best', 'major']","['enjoy', 'walk', 'downtown', 'able', 'experience', 'activity', 'resource', 'available', 'future', 'student']",['nan']
['nan'],['nan'],['nan'],['nan'],"['tour', 'around', 'campus']",['nan'],['nan']
['nan'],"['hard', 'meet', 'individual', 'people', 'clique']",['nan'],"['ice', 'breaker', 'involve', 'talk', 'individual']",['nan'],"['part', 'little', 'dance', 'party', 'outside', 'student', 'center']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['favorite', 'part', 'learn', 'college', 'look', 'like', 'fall', 'upcoming', 'year']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['tell', 'u', 'story', 'get', 'college']",['nan']
"['awareness', 'student', 'miss', 'deadline']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['put', 'u', 'major', 'like']","['think', 'keep', 'session', 'advise', 'help', 'student', 'find', 'class']","['walk', 'downtown', 'kent', 'best', 'never', 'see']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['talk', 'really', 'give', 'good', 'advice', 'could', 'tell', 'lot', 'college', 'like']",['nan']
"['think', 'good', 'set']",['nan'],['nan'],['nan'],['nan'],"['amaze', 'super', 'fun', 'extremely', 'helpful', 'really', 'try', 'make', 'feel', 'comfortable', 'part']",['nan']
['nan'],['nan'],['nan'],['nan'],"['navigate', 'campus']",['nan'],"['easily', 'one', 'day', 'process', 'many', 'session', 'sit', 'could', 'explain', 'letter', 'understand', 'need', 'student', 'fully', 'understand', 'everything', 'work', 'agree', 'part', 'could', 'leave', 'everything', 'could', 'do', 'one', 'day']"
['nan'],"['learn', 'need', 'order', 'get', 'nurse', 'program', 'however', 'find', 'reapply', 'hard', 'get', 'program', 'love', 'nice']",['nan'],"['think', 'would', 'help', 'u', 'talk', 'everyone', 'major', 'group']","['would', 'make', 'everyone', 'mandatory', 'campus', 'walk', 'everyone', 'somewhat', 'know', 'everything']","['love', 'meet', 'people', 'go', 'kent', 'favorite', 'part', 'talk', 'flash', 'guide', 'spencer', 'diamond', 'amaze', 'job', 'really', 'help', 'favorite', 'talk', 'answer', 'question', 'earth', 'amaze', 'person']","['think', 'would', 'excite', 'today', 'without', 'go', 'excite', 'start', 'fall', 'everyone', 'nice', 'make', 'know', 'kent', 'new', 'home']"
['nan'],['nan'],['nan'],"['make', 'u', 'thing', 'together', 'togetherness', 'activity']",['nan'],['nan'],['nan']
"['free', 'time']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['common', 'major', 'personality']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['meet', 'roommate', 'night', 'go', 'bed', 'could', 'help', 'make', 'strong', 'connection']",['nan'],"['really', 'enjoy', 'get', 'hear', 'ask', 'question']",['nan']
['nan'],['nan'],['nan'],"['seek', 'much', 'interaction', 'except', 'force', 'roommate', 'get', 'along', 'well', 'good', 'enough']","['know', 'guest', 'parent', 'spend', 'time', 'go', 'financial', 'aid', 'something', 'would', 'like', 'hear']",['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],"['purchase', 'book', 'supply', 'get', 'around', 'campus']","['activity', 'night']",['nan']
['nan'],"['take', 'get', 'call', 'nothing', 'wait']",['nan'],"['lunch', 'small', 'group', 'time', 'get', 'talk', 'people', 'develop', 'relationship']",['nan'],"['professor', 'smith', 'name', 'lesson', 'great', 'enjoy', 'engagement', 'material', 'professor', 'felt', 'connect', 'excite', 'go', 'kent', 'presentation', 'believe', 'lesson', 'like', 'would', 'good', 'icebreaker', 'one', 'icebreaker', 'try', 'break', 'group', 'many', 'small', 'section', 'usually', 'result', 'awkward', 'uncomfortable', 'situation', 'enjoy', 'cheer', 'rock', 'paper', 'scissor', 'finalist', 'enjoy', 'play', 'come', 'together', 'group', 'eye', 'effective', 'icebreaker', 'rather', 'get', 'know', 'neighbor', 'also', 'like', 'small', 'group', 'session', 'flash', 'guide']","['presenter', 'unbelievably', 'bore', 'eye', 'presenter', 'department', 'give', 'presentation', 'material', 'bad', 'presenter', 'result', 'people', 'care', 'fall', 'asleep', 'thing', 'people', 'remember', 'connect', 'present', 'good', 'presenter', 'someone', 'give', 'good', 'presentation', 'give', 'anyone', 'else', 'even', 'first', 'hand', 'experience', 'department']"
"['think', 'require', 'review', 'take', 'practice', 'refresh', 'memory']",['nan'],['nan'],"['small', 'group']","['think', 'good', 'time']","['tour', 'downtown', 'party', 'end']",['nan']
['nan'],['nan'],['nan'],['nan'],"['break', 'check', 'service', 'explain', 'u', 'one', 'set', 'information', 'another', 'time', 'physically', 'see', 'kent', 'state', 'offer', 'information', 'also', 'extremely', 'repetitive', 'speaker', 'talk', 'presentation', 'decide', 'present', 'topic', 'word', 'differently']",['nan'],"['also', 'think', 'give', 'option', 'stay', 'campus', 'hotel', 'choose', 'feel', 'force', 'stay', 'room', 'complete', 'strange', 'get', 'whole', 'new', 'people', 'make', 'share', 'room', 'someone', 'different', 'parent', 'present', 'choice', 'stay', 'dorm']"
['nan'],"['people', 'super', 'friendly', 'nice', 'take', 'extra', 'long', 'session']",['nan'],"['icebreaker', 'game']",['nan'],['everything'],['nan']
"['great', 'job', 'give', 'good', 'feel', 'college', 'like', 'educator', 'kent', 'state', 'like', 'really', 'care', 'right', 'path', 'successful', 'college', 'experience', 'ultimately', 'degree']",['nan'],['nan'],['nan'],"['campus', 'tour']","['meet', 'student']",['nan']
"['go', 'take', 'foreign', 'language', 'assessment', 'assessment', 'would', 'load', 'flash', 'line', 'would', 'show', 'final', 'score', 'also', 'would', 'show', 'take', 'assessment']","['academic', 'advisor', 'saw', 'slightly', 'confuse', 'great', 'job', 'explain', 'although', 'give', 'card', 'question']","['like', 'get', 'chance', 'read', 'course', 'description', 'ask', 'question', 'student', 'previously', 'take', 'class', 'anything', 'understand']","['make', 'connection', 'lunch', 'interactive', 'session', 'able', 'talk', 'student', 'major', 'get', 'know', 'student']","['love', 'presentation', 'felt', 'like', 'rush', 'information', 'rush', 'ex', 'campus', 'security', 'kent', 'police', 'presentation', 'unable', 'get', 'number', 'situation']","['love', 'able', 'ask', 'student', 'get', 'kent', 'weird', 'question', 'may', 'feel', 'comfortable', 'ask', 'official', 'staff', 'member']","['love', 'end', 'night', 'party', 'help', 'unwind', 'get', 'know', 'student']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['day', 'two', 'could', 'look', 'actually', 'want', 'look']","['much', 'unnecessary', 'information']"
['nan'],['nan'],['nan'],['nan'],"['everything', 'touch', 'great']","['student', 'social']",['nan']
"['talk', 'family', 'member', 'attend', 'well', 'seem', 'though', 'tell', 'lot', 'information', 'student', 'research', 'project', 'set', 'financial', 'aid', 'plan', 'sad', 'lengthy', 'meet', 'day', 'discus', 'thing', 'already', 'know', 'feel', 'though', 'day', 'half', 'necessary', 'information', 'could', 'read', 'packet', 'lead', 'believe', 'program', 'would', 'focus', 'adjust', 'student', 'get', 'use', 'kent']",['nan'],['nan'],"['opportunity', 'engage', 'help', 'flash', 'guide', 'activity']","['tell', 'u', 'research', 'project']","['story', 'help', 'lot', 'student', 'connect']",['nan']
['nan'],['nan'],['nan'],['nan'],"['navigate', 'around', 'campus']",['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],"['review', 'everything', 'campus']","['extremely', 'helpful', 'comfort']",['nan']
['nan'],['nan'],['nan'],['activity'],"['buy', 'book', 'education', 'navigate', 'campus', 'best', 'way', 'find', 'event', 'go', 'around', 'campus']","['ice', 'break', 'activity', 'flash', 'guide']",['nan']
"['answer', 'choice', 'question', 'say', 'placement', 'assessment', 'need']",['nan'],['nan'],"['small', 'group', 'activity']","['pick', 'class', 'navigate', 'campus', 'din', 'house']",['nan'],['nan']
"['fun', 'enjoy']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['free'],['nan']
['nan'],['nan'],['nan'],"['student', 'similar']","['requirement', 'class', 'dorm']","['favorite', 'part', 'social', 'event', 'allow', 'everyone', 'get', 'feel', 'life', 'like', 'college', 'campus']",['nan']
['nan'],['nan'],['nan'],"['small', 'group', 'activity', 'nothing', 'help', 'name', 'memorization']",['nan'],['nan'],"['questionnaire', 'include', 'believe', 'incorporate', 'early', 'college', 'although', 'common', 'difference', 'early', 'college']"
['nan'],['nan'],['nan'],['interactive'],"['residence', 'hall', 'offer']","['party', 'end', 'light', 'everybody', 'time']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['nan'],"['choice', 'food', 'could', 'good', 'food', 'available', 'student', 'night', 'come', 'studio', 'art', 'college', 'focus', 'way', 'much', 'fashion', 'none', 'studio', 'art', 'cause', 'father', 'feel', 'need', 'walk', 'back', 'student', 'center', 'make', 'sure', 'correct', 'major']"
"['long', 'day', 'much', 'sit', 'first', 'day', 'residence', 'hall', 'extremely', 'hot', 'arrive', 'leave', 'never', 'cool']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],"['like', 'really', 'work', 'plan', 'perfect', 'schedule']",['nan'],"['activity', 'day', 'sit', 'listen']",['nan'],"['go', 'town', 'hub']",['nan']
['nan'],['nan'],['nan'],"['small', 'group', 'activity']",['nan'],"['go', 'downtown', 'fun', 'somewhat']",['nan']
['nan'],"['feel', 'appointment', 'academic', 'advisor', 'early', 'program', 'incredibly', 'anxious', 'schedule', 'class', 'beforehand']",['none'],['nan'],['nan'],"['advisor', 'meet', 'favorite', 'part', 'put', 'ease', 'clue', 'schedule', 'class', 'need', 'take', 'advisor', 'easygoing', 'explain', 'need', 'satisfy', 'part']",['nan']
['nan'],['nan'],['nan'],"['partner', 'activity']",['nan'],['nan'],['nan']
['nan'],"['adviser', 'major', 'campus', 'advise', 'appointment', 'adviser']",['nan'],"['group', 'people', 'major', 'subject', 'high']",['nan'],"['super', 'friendly', 'helpful']",['nan']
['nan'],['nan'],['nan'],['nan'],"['felt', 'program', 'solid', 'front', 'see', 'reason', 'change', 'current', 'way', 'thing']","['get', 'know']",['nan']
"['perhaps', 'provide', 'information', 'score', 'mean', 'unaware', 'assessment']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
"['learn', 'module', 'available', 'test', 'something', 'like', 'review', 'hand', 'would', 'beneficial', 'also', 'think', 'would', 'help', 'future', 'student', 'well']","['meet', 'advisor', 'put', 'ease', 'worry', 'start', 'fall', 'nice', 'welcome']",['nan'],"['end', 'meet', 'people', 'accidentally', 'get', 'lose', 'together', 'game', 'help', 'break', 'ice']","['think', 'give', 'necessary', 'information', 'bite', 'overwhelm']","['able', 'walk', 'town', 'people', 'meet']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['welcome', 'give', 'support', 'offer']",['nan']
['nan'],"['felt', 'like', 'talk', 'without', 'interrupt']",['nan'],"['quite', 'sure']","['time', 'specific', 'college']","['food', 'really', 'good']","['please', 'consider', 'separate', 'orientation', 'do', 'campus']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['personal', 'relation', 'professor', 'session', 'really', 'like']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['like', 'able', 'see', 'campus', 'downtown', 'area', 'lot', 'personally', 'like', 'know', 'city', 'state', 'able', 'walk', 'around', 'explore', 'cool']",['nan']
[],['nan'],['nan'],"['sit', 'next', 'split', 'group', 'college']","['overall', 'campus', 'tour', 'feel', 'though', 'saw', 'small', 'part', 'campus', 'close', 'together']","['parent', 'saw', 'saw', 'equally', 'impress', 'university']",['nan']
"['need', 'take', 'placement', 'test', 'base', 'credit']","['expect', 'personalize', 'since', 'kent', 'specifically', 'issue', 'schedule', 'even', 'understand', 'late', 'rush']","['session', 'seem', 'unnecessary', 'feel', 'like', 'could', 'get', 'information', 'fly', 'rather', 'sit', 'long', 'honestly', 'incoming', 'student', 'zone', 'look', 'phone', 'even', 'fell', 'asleep', 'ballroom', 'sit', 'get', 'information', 'long', 'also', 'nice', 'bond', 'people', 'night', 'feel', 'like', 'session', 'concise', 'could', 'make', 'one', 'day', 'event']","['go', 'lunch', 'without', 'parent', 'nervous', 'know', 'anybody', 'good', 'force', 'outside', 'comfort', 'zone', 'become', 'friend', 'people', 'sit', 'eat']","['lot', 'friend', 'college', 'play', 'team', 'bond', 'kind', 'game', 'also', 'interactive', 'seminar', 'would', 'keep', 'attention', 'good']","['favorite', 'part', 'make', 'friend', 'connect']","['good', 'experience', 'expect', 'get', 'excite', 'next', 'year', 'would', 'love', 'next', 'year']"
"['hard', 'use', 'computer', 'great']","['academic', 'advise', 'far', 'favorite', 'part', 'exactly', 'come', 'person', 'want', 'talk']",['nan'],['nan'],"['get', 'around', 'campus', 'especially', 'construction']","['really', 'like', 'flash', 'guide', 'story', 'cool', 'really', 'help', 'everyone', 'experience', 'make', 'comfortable', 'well']",['nan']
['nan'],"['wish', 'able', 'speak', 'actual', 'advisor']",['nan'],"['play', 'game', 'help', 'learn', 'student']","['spend', 'time', 'help', 'student', 'learn', 'way', 'around', 'campus']","['enjoy', 'free', 'time', 'end', 'first', 'day', 'wa', 'fun', 'play', 'volleyball', 'talk', 'meet']",['nan']
['nan'],['nan'],['nan'],['interaction'],"['get', 'book', 'supply', 'general', 'overview', 'campus', 'people', 'go', 'walk', 'tour']","['room', 'girl', 'meet', 'school', 'much', 'fun', 'real', 'genuine', 'conversation']",['nan']
['nan'],"['love', 'flash', 'guide']",['nan'],"['split', 'small', 'group', 'maybe', 'play', 'icebreaker', 'within', 'thee', 'group']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['location'],"['get', 'explore', 'downtown', 'kent', 'people', 'become', 'friend']","['flash', 'guide', 'helpful', 'welcome']"
['nan'],"['wish', 'advisor', 'major', 'instead', 'student', 'could', 'thoroughly', 'answer', 'question', 'concern']",['nan'],['nan'],['nan'],['nan'],['nan']
"['one', 'quick', 'test', 'indicative', 'class']",['nan'],"['much', 'long', 'shorten', 'one', 'day']","['small', 'group']",['nan'],"['everyone', 'friendly', 'helpful']",['nan']
['nan'],['interaction'],['basic'],"['play', 'card', 'game', 'together']",['thing'],"['end', 'party']","['vanilla', 'experience']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['helpful', 'fun']",['nan']
