OnlinePlacementAssessment,AcademicAdvising,CollegeOpportunitiesandAdvisingPrep,spendMoreTimeDestinationKentState,favoritePartDestinationKentState,expectedAsAKentStateStudent,anyAdditionalComments
['nan'],['nan'],['nan'],"['people', 'meet', 'felt', 'like', 'thing', 'cover', 'thing', 'learn', 'campus', 'tour', 'get', 'kind', 'bore', 'redundant']","['favorite', 'part', 'do', 'speaker', 'allow', 'walk', 'around', 'campus', 'play', 'game']","['get', 'organize', 'top', 'school', 'work', 'parent', 'long', 'around', 'really', 'time', 'grow', 'little']",['nan']
,,,,,,
['nan'],"['helpful', 'people']",['nan'],['nan'],"['even', 'program']","['stay', 'motivate', 'course', 'load', 'also', 'involve']",['nan']
['none'],['nan'],['nan'],['nan'],"['learn', 'meet', 'new', 'people', 'make', 'friend', 'feel', 'confident', 'fall']",['best'],['nan']
['nan'],"['academic', 'advise', 'seem', 'bite', 'slow', 'way', 'felt', 'question', 'ask', 'rather', 'ask', 'question', 'understand', 'people', 'idea', 'go', 'always', 'case', 'feel', 'like', 'would', 'good', 'ask', 'wall', 'question', 'see', 'prepare']",['nan'],"['think', 'spend', 'time', 'certain', 'topic', 'topic', 'bore', 'basic', 'hard', 'even', 'sit']","['meet', 'flash', 'guide', 'college', 'college', 'absolutely', 'much', 'fun', 'meet']","['kent', 'state', 'student', 'feel', 'though', 'obligate', 'find', 'really', 'find', 'fit', 'throughout', 'school', 'make', 'college', 'anything', 'fail', 'class', 'fail', 'person', 'feel', 'though', 'need', 'person']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['academic', 'success', 'involvement', 'tolerance']",['nan']
['nan'],['nan'],['nan'],['nan'],"['meet', 'new', 'people']","['get', 'involve', 'good', 'get', 'comfort', 'zone']",['nan']
,,,,,,
[],[],['nan'],['nan'],['talk'],"['work', 'hard']",['nan']
['nan'],"['academic', 'advisor', 'meet', 'difficult', 'question', 'answer']","['apply', 'much', 'since', 'go', 'florence', 'help', 'return']","['campus', 'tour', 'walk', 'downtown', 'enough', 'u', 'never']","['meet', 'people', 'go', 'florence', 'spend', 'time']","['graduate', 'year', 'respectful', 'give', 'back']",['nan']
,,,,,,
['nan'],"['advisor', 'nice', 'helpful', 'learn', 'lot', 'class', 'need', 'open', 'discus', 'option', 'class', 'interest', 'schedule', 'awesome', 'could', 'go', 'good']",['nan'],"['park', 'service']","['great', 'flash', 'guide', 'fun', 'helpful', 'free', 'shirt', 'nice', 'advisor', 'awesome']","['go', 'class', 'work', 'hard', 'fun', 'try', 'new', 'thing', 'meet', 'new', 'people']","['registration', 'could', 'improve', 'last', 'name', 'b', 'check', 'wait', 'live', 'minute', 'group', 'line']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['best', 'version']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['well', 'succeed']",['nan']
"['act', 'score', 'enough']","['great', 'future', 'advisor', 'though', 'class', 'choice', 'make', 'need', 'alter', 'discus', 'parent']","['talk', 'tutor', 'option']","['talk', 'final', 'like']","['get', 'interact']","['attend', 'class', 'push', 'limit']",['nan']
['nan'],"['advisement', 'assume', 'go', 'want', 'mellow', 'schedule']",['nan'],"['yes', 'wish', 'would', 'emphasize', 'sick', 'also', 'wish', 'plan', 'ice', 'breaker', 'student']","['love', 'schedule', 'excite', 'want', 'able', 'take', 'class']","['best', 'represent']","['nurse', 'campus', 'event', 'get', 'sick', 'campus', 'away', 'home', 'without', 'medicine', 'spend', 'night', 'alone', 'throw', 'bathroom', 'fun']"
,,,,,,
"['cover', 'everything', 'great', 'give', 'take', 'home', 'read', 'late', 'save', 'file', 'late', 'use']","['love', 'get', 'bunch', 'shirt', 'thank']",['nan'],['nan'],"['food', 'great', 'thank']","['successful', 'stumble', 'fall', 'need', 'help', 'ask', 'get', 'stupid']","['great', 'program', 'show', 'u', 'expect', 'u']"
['nan'],['nan'],['nan'],['nan'],['nan'],['success'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['get', 'involve']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['good', 'citizenship']",['nan']
"['make', 'math', 'multiple', 'choice']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],"['love', 'interactive', 'awesome', 'wait', 'become']","['expect', 'represent', 'school', 'campus', 'spirit', 'personality', 'well', 'academic', 'success']",['nan']
['nan'],"['good', 'job', 'answer', 'question', 'next', 'school', 'year']",['nan'],"['get', 'around', 'campus']","['meet', 'student', 'attend', 'college', 'nurse']","['excel', 'get', 'connect', 'school', 'community', 'student']",['nan']
['nan'],['nan'],"['speaker', 'ballroom', 'repetitive', 'would', 'go', 'detail', 'subject', 'person', 'talk', 'make', 'kind', 'bore']",['nan'],"['like', 'part', 'freshman', 'seem', 'real', 'like', 'big', 'business']","['get', 'involve', 'get', 'good', 'grade']","['wish', 'part', 'application', 'could', 'put', 'gender', 'could', 'room', 'someone', 'gender', 'oppose', 'sex', 'male', 'would', 'nice', 'room', 'another', 'person', 'instead', 'girl', 'roommate', 'nice', 'nervous', 'roommate', 'would', 'would', 'ask', 'invasive', 'question', 'uncomfortable', 'room', 'also', 'check', 'dorm', 'female', 'side', 'embarrass', 'make', 'sad', 'maybe', 'could', 'last', 'name', 'like', 'student', 'center', 'overall', 'would', 'like', 'little', 'consideration', 'people', 'thank', 'read', 'hope', 'good', 'change', 'next', 'year']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['find', 'succeed']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['strive', 'academically', 'socially']",['nan']
['feedback'],['feedback'],['feedback'],['think'],"['enjoy', 'explore', 'downtown', 'kent', 'meet', 'new', 'friend']","['prepare', 'work', 'hard', 'field', 'gain', 'success', 'also', 'enjoy', 'work']",['comment']
['nan'],"['felt', 'rush', 'little', 'short', 'time']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],"['last', 'person', 'college', 'go', 'sit', 'wait', 'almost', 'two', 'hour', 'start', 'class', 'schedule', 'pretty', 'annoy', 'understandable', 'large', 'group', 'student']",['nan'],"['talk', 'student']","['really', 'enjoy', 'honest', 'ask', 'question', 'fun']","['successful', 'well', 'involve', 'kent', 'community']","['care', 'professor', 'come', 'speak', 'speak', 'nothing', 'freshman', 'experience', 'enjoy', 'get', 'ask', 'question', 'give', 'u', 'lecture', 'strange', 'confuse']"
"['experience', 'trouble', 'take', 'placement', 'test', 'like', 'indication', 'progress', 'test']","['feel', 'excellent', 'academic', 'advisor', 'take', 'much', 'time', 'meet', 'get', 'know', 'student', 'order', 'help', 'best', 'make', 'schedule', 'semester']","['would', 'say', 'session', 'important', 'generate', 'interest', 'class']","['feel', 'program', 'comprehensive']","['part', 'experience', 'alleviation', 'fear', 'start', 'college']","['believe', 'kent', 'state', 'student', 'expect', 'work', 'diligently', 'advance', 'learner', 'human']","['reward', 'experience']"
['nan'],"['time', 'talk', 'class', 'need', 'specific', 'cut', 'short', 'talk', 'flash', 'guide', 'enjoy', 'flash', 'guide', 'main', 'purpose', 'find', 'schedule', 'class']","['felt', 'cut', 'short', 'would', 'like', 'time']",['nan'],"['meet', 'people', 'within', 'major']","['well', 'academically', 'responsible', 'socially']",['nan']
[],"['think', 'student', 'time', 'look', 'core', 'class', 'desperate', 'college', 'seem', 'lot', 'stressful']",['nan'],[],"['favorite', 'time', 'flash', 'guide', 'talk', 'student', 'key', 'college', 'life', 'separate', 'small', 'group', 'get', 'know', 'people', 'lot', 'opportunity', 'people', 'shy', 'get', 'know', 'time']","['expect', 'successful', 'student', 'actually', 'try', 'class', 'fun', 'need', 'make', 'sure', 'around', 'safe']",['nan']
,,,,,,
['nan'],['nan'],['nan'],['nan'],"['meet', 'people']","['well', 'get', 'involve']","['constant', 'speech', 'bore', 'need', 'interactive', 'activity']"
['nan'],['nan'],['nan'],['nan'],['nan'],['graduate'],['nan']
['nan'],['nan'],['nan'],['nan'],['resourceful'],"['try', 'best']",['nan']
,,,,,,
['nan'],['nan'],['nan'],"['show', 'hall']","['eat', 'schedule', 'class', 'everything', 'else', 'pointless']",[],"['whole', 'day', 'pointless', 'need', 'overnight', 'schedule', 'class', 'leave']"
['nan'],['nan'],['nan'],['nan'],"['meet', 'new', 'people', 'take', 'flash', 'guide']","['try', 'hard', 'time', 'get', 'involve', 'ask', 'question', 'enjoy']",['nan']
['nan'],['nan'],['nan'],['nan'],"['get', 'meet', 'future', 'student', 'class', 'start', 'fall']","['find', 'passion', 'love', 'life']",['nan']
['nan'],['nan'],"['awesome', 'super', 'informative', 'overall', 'nice']","['focus', 'campus', 'life', 'life', 'would', 'helpful']",[],"['attend', 'class']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['best'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['graduate', 'degree']","['please', 'make', 'program', 'short']"
['nan'],['nan'],['nan'],[],"['technology', 'part']",['graduate'],['nan']
,,,,,,
['nan'],"['helpful', 'friendly']",['nan'],['nan'],['nan'],"['respect', 'obey', 'rule', 'strive', 'success', 'pride', 'school', 'best', 'person']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['make', 'sure', 'achieve', 'goal', 'take', 'advantage', 'resource', 'opportunity', 'present']",['nan']
"['might', 'computer', 'freeze', 'little', 'bite']",['nan'],['nan'],"['would', 'say', 'show', 'u', 'campus', 'bite', 'feel', 'like', 'would', 'able', 'navigate', 'easily', 'present', 'moment']","['favorite', 'part', 'friend', 'make']","['kent', 'state', 'student', 'believe', 'expect', 'attend', 'class', 'keep', 'top', 'expect', 'encourage', 'get', 'involve', 'club', 'extra', 'thing']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['academic', 'success', 'get', 'involve', 'discover', 'purpose']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['excel', 'academically', 'enjoy', 'college']",['nan']
"['able', 'access', 'proceed', 'without', 'problem', 'step', 'test', 'easy']","['advisor', 'helpful', 'able', 'assist', 'question', 'go', 'answer', 'need', 'please', 'whole', 'advise', 'experience']",['nan'],['nan'],"['meet', 'new', 'friend', 'field', 'study', 'already', 'communicate', 'future', 'student', 'great', 'get', 'know', 'like', 'dislike', 'experience']","['strive', 'student', 'achieve', 'goal', 'resource', 'available', 'kent', 'state', 'succeed', 'field', 'study', 'use', 'available', 'assistance', 'resource', 'future', 'wait']",['nan']
['nan'],['nan'],['nan'],['nan'],"['get', 'know', 'downtown', 'area', 'meet', 'new', 'people']",['find'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['follow', 'rule', 'go', 'class', 'work']","['love', 'destination', 'kent', 'state', 'problem', 'throughout', 'whole', 'thing', 'second', 'day', 'wake', 'early', 'take', 'thing', 'car', 'eat', 'breakfast', 'soon', 'open', 'check', 'wait', 'lobby', 'area', 'downstairs', 'people', 'still', 'breakfast', 'downstairs', 'head', 'one', 'come', 'get', 'u', 'leave', 'behind', 'realize', 'saw', 'everyone', 'walk', 'distance', 'small', 'everything', 'great']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['make', 'new', 'path', 'discover', 'new', 'enjoy', 'succeed', 'class']",['nan']
['nan'],"['felt', 'bite', 'like', 'need', 'do', 'quickly', 'would', 'like', 'little', 'time']",['nan'],['nan'],"['really', 'enjoy', 'throughout', 'time']","['get', 'involve', 'work', 'hard']",['nan']
['nan'],['nan'],['nan'],['nan'],"['enjoy', 'night', 'play', 'game', 'together', 'great', 'connection', 'everyone', 'great', 'time']","['absolute', 'best', 'reach', 'success']",['nan']
[],[],[],[],"['meet', 'flash', 'guide', 'make', 'new', 'friend']",['nan'],[]
['nan'],"['wish', 'would', 'know', 'bring', 'unofficial', 'high', 'school', 'transcript', 'college', 'credit', 'count', 'schedule', 'class', 'advisor']",['nan'],"['tour', 'around', 'whole', 'campus', 'use', 'bus', 'commuter']","['story', 'give', 'realistic', 'outlook', 'expect', 'college']","['strive', 'academic', 'goal', 'try', 'new', 'thing', 'get', 'involve', 'way']","['think', 'person', 'center', 'check', 'first', 'day', 'tell', 'go', 'find', 'dorm', 'room', 'quickly', 'give', 'key', 'give', 'detail', 'get', 'room']"
['nan'],['nan'],['nan'],['nan'],"['really', 'enjoy', 'interact', 'people', 'walk', 'around', 'campus']","['expect', 'best', 'self', 'discover', 'major', 'people', 'meet', 'time', 'kent', 'state']",['nan']
['nan'],"['smith', 'seem', 'like', 'great', 'advisor', 'really', 'help', 'student', 'care', 'success']","['advise', 'prep', 'session', 'good', 'however', 'teacher', 'class', 'move', 'quick', 'pace', 'give', 'student', 'lot', 'time', 'look', 'possible', 'class', 'take', 'future', 'put', 'together', 'mock', 'schedule', 'advisor', 'would', 'look', 'representative', 'would', 'want', 'take', 'quick', 'pace', 'suggestion', 'may', 'increase', 'time', 'give', 'advise', 'prep', 'session', 'new', 'student', 'opportunity', 'find', 'class', 'would', 'genuinely', 'interest', 'turn', 'would', 'help', 'success']","['spend', 'time', 'advise', 'prep', 'session', 'also', 'put', 'high', 'emphasis', 'buy', 'book', 'supply']","['favorite', 'part', 'get', 'meet', 'people', 'college', 'major', 'become', 'friend']","['expect', 'follow', 'guideline', 'rule', 'set', 'order', 'become', 'successful']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['best', 'represent', 'school', 'well']",['nan']
['nan'],['nan'],['nan'],['nan'],"['like', 'able', 'talk', 'current', 'student', 'major', 'really', 'figure', 'get']","['work', 'hard', 'make', 'good', 'decision']","['go', 'ask', 'people', 'dietary', 'restriction', 'make', 'sure', 'get', 'address']"
"['make', 'available', 'safari', 'user']",['nan'],['nan'],['nan'],"['meet', 'new', 'friend']","['hard', 'work', 'determination', 'succeed']",['nan']
,,,,,,
['nan'],"['super', 'helpful', 'answer', 'question']",['nan'],['nan'],"['bed', 'play', 'game', 'new', 'friend']","['involve', 'fun']",['nan']
['nan'],"['experience', 'fantastic', 'advisor', 'barton', 'help', 'figure', 'juggle', 'athletics', 'honor', 'college', 'hard', 'major', 'schedule']",['nan'],['nan'],"['favorite', 'part', 'free', 'time', 'even']","['kind', 'everyone', 'respect', 'everyone', 'also', 'work', 'hard', 'school', 'also', 'find', 'passion', 'involve']",['nan']
['nan'],['nan'],['nan'],"['show', 'people', 'around', 'campus']","['meet', 'small', 'group', 'college', 'ask', 'question']","['believe', 'expect', 'get', 'involve', 'active', 'member', 'school']",['nan']
['nan'],['nan'],['nan'],['nan'],"['enjoy', 'freedom', 'meet', 'new', 'people', 'interact']","['go', 'class', 'take', 'advantage', 'resource', 'involve', 'community', 'fun', 'friend']","['know', 'towel', 'bed', 'sheet', 'provide', 'please', 'make', 'clear']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['make', 'school']",['nan']
,,,,,,
,,,,,,
[],['nan'],['nan'],[],"['meet', 'new', 'friend', 'go', 'downtown']","['find', 'purpose']","['really', 'like', 'happy', 'experience']"
,,,,,,
,,,,,,
,,,,,,
['nan'],['nan'],['nan'],['nan'],['nan'],"['find', 'passion', 'life', 'excel', 'academically', 'wise']",['nan']
,,,,,,
['nan'],['nan'],['nan'],[],"['meet', 'hear', 'experience']","['pride', 'friend', 'school']",['nan']
['nan'],['nan'],['nan'],"['would', 'like', 'notice', 'bring', 'transcript', 'show', 'advisor', 'schedule']","['favorite', 'part', 'seminar', 'student', 'opportunity', 'get', 'know']","['important', 'thing', 'expect', 'student', 'take', 'care', 'health']",['nan']
['nan'],['nan'],['nan'],"['cover', 'everything', 'accurately']","['favorite', 'part', 'get', 'meet', 'new', 'friend', 'schedule', 'class', 'find', 'group', 'lunch', 'table', 'really', 'connect', 'night', 'go', 'bowl', 'together', 'lot', 'fun', 'schedule', 'class', 'easy', 'think', 'let', 'advisor', 'know', 'want', 'study', 'abroad', 'fourth', 'semester', 'schedule', 'around', 'put', 'challenge', 'engage', 'class', 'schedule', 'first', 'day', 'first', 'schedule', 'major', 'choose', 'class', 'early', 'late', 'thank', 'know', 'go', 'great', 'semester', 'make', 'right', 'choice', 'choose', 'kent', 'state']","['kent', 'state', 'student', 'expect', 'study', 'hard', 'learn', 'animate', 'code', 'least', 'major', 'find', 'internship', 'get', 'job', 'get', 'involve', 'make', 'last', 'friendship', 'become', 'good', 'version']",['nan']
['nan'],"['wish', 'could', 'schedule', 'college', 'class', 'felt', 'rush', 'schedule', 'feel', 'like', 'concern', 'take', 'consideration']","['wish', 'schedule', 'class', 'first', 'day', 'also', 'wait', 'hour', 'tell', 'suppose', 'schedule', 'first', 'session', 'really', 'second', 'session', 'around']","['find', 'class', 'build', 'know', 'kent', 'state', 'bus', 'stop']","['honestly', 'food', 'think', 'definitely', 'gain', 'freshman', 'first', 'semester', 'organization', 'well', 'plan', 'also']","['academically', 'successful', 'try', 'hard', 'best', 'kent', 'state', 'student']",['nan']
['nan'],['nan'],"['felt', 'rush', 'time', 'spend', 'sort', 'confuse', 'really', 'sure', 'happen', 'end', 'time', 'spend', 'huge', 'part', 'college', 'rather', 'session', 'hold', 'lot', 'long', 'need']","['spend', 'time', 'schedule', 'everything', 'work', 'within', 'major']","['schedule', 'class', 'tour', 'downtown', 'kent']","['get', 'involve', 'study', 'hard', 'respectful', 'everyone', 'meet', 'give', 'best', 'effort', 'everything']",['nan']
['nan'],"['felt', 'listen', 'question', 'answer', 'detail']",['nan'],"['focus', 'exactly', 'find', 'resource', 'need', 'like', 'one', 'stop']","['overall', 'really', 'like', 'flashy', 'idea', 'really', 'help', 'give', 'reality', 'kent', 'run', 'also', 'since', 'close', 'age', 'really', 'make', 'listen', 'good']","['use', 'resource', 'offer', 'make', 'best', 'experience', 'make']",['nan']
