OnlinePlacementAssessment,AcademicAdvising,CollegeOpportunitiesandAdvisingPrep,spendMoreTimeDestinationKentState,favoritePartDestinationKentState,expectedAsAKentStateStudent,anyAdditionalComments
['nan'],['nan'],['nan'],['nan'],['nan'],"['kent', 'state', 'pride']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['work', 'hard', 'get', 'involve']",['nan']
,,,,,,
['nan'],['nan'],['nan'],"['sometimes', 'absolutely', 'idea', 'go']","['like', 'meet', 'academic', 'advisor', 'extremely', 'helpful', 'know', 'best']","['best', 'feel', 'successful', 'end', 'short', 'year']",['nan']
,,,,,,
['nan'],['nan'],['nan'],['nan'],"['like', 'get', 'need']","['go', 'class', 'graduate', 'time']",['nan']
['nan'],['nan'],['nan'],['nan'],"['favorite', 'part', 'class', 'schedule', 'make', 'even', 'excite', 'future']","['responsible', 'success', 'participate', 'academic']",['nan']
['nan'],"['unsure', 'still', 'major', 'academic', 'advisor', 'urge', 'think', 'exploratory', 'clause', 'would', 'change', 'schedule', 'hardly']",['none'],['none'],"['best', 'part', 'hear', 'flash', 'guide', 'personal', 'story', 'make', 'feel', 'ease', 'little', 'whole', 'college', 'atmosphere', 'work', 'load']","['best', 'realize', 'mature', 'atmosphere', 'expect', 'responsible', 'education']",['nan']
['nan'],['nan'],['nan'],['nan'],"['get', 'connect', 'soon', 'classmate']","['everything', 'pride', 'academic', 'success', 'true']",['nan']
['nan'],['nan'],['nan'],"['show', 'campus']","['go', 'downtown']","['get', 'degree', 'enjoy', 'college']","['like', 'elementary', 'school', 'like', 'activity']"
['nan'],['nan'],['nan'],"['topic', 'experience', 'lot', 'information', 'easy', 'fun', 'learn']","['favorite', 'part', 'experience', 'able', 'talk', 'hear', 'student', 'go', 'kent', 'state', 'felt', 'relax', 'meet', 'hear', 'story', 'advice', 'next', 'year']","['find', 'something', 'passionate', 'work', 'hard', 'succeed', 'something', 'enjoy']",['nan']
['nan'],['nan'],['nan'],"['think', 'small', 'break', 'hectic', 'day', 'calm', 'actually', 'tour', 'campus', 'u', 'still', 'know', 'get', 'back']","['able', 'meet', 'academic', 'advisor', 'really', 'seem', 'show', 'interest']","['support', 'encourage', 'every', 'person', 'appreciate', 'diversity']",['nan']
['nan'],['nan'],['nan'],[],"['talk', 'helpful']","['put', 'forth', 'effort', 'enjoy', 'school', 'well']",['nan']
['really'],['nan'],['nan'],"['maybe', 'tidbit', 'option', 'student', 'disability']","['favorite', 'part', 'center', 'lounge', 'karaoke', 'line', 'dance', 'everyone', 'dance', 'sing', 'play', 'game', 'fun', 'overall', 'good', 'way', 'connect', 'new', 'people', 'hopefully', 'learn', 'thing', 'people', 'meet', 'know', 'could', 'sing', 'good']","['work', 'hard', 'go', 'comfort', 'zone', 'achieve', 'goal', 'life']",['nan']
['nan'],['nan'],['nan'],[],['connect'],['commitment'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['best'],['nan']
,,,,,,
['nan'],"['academic', 'advisor', 'nice', 'seem', 'knowledgeable', 'schedule', 'wish', 'friend', 'could', 'advisor', 'overall', 'feel', 'advisor', 'really', 'care', 'help', 'guide', 'right', 'direction', 'make', 'sure', 'enjoy', 'year', 'kent', 'state']",['nan'],['nan'],"['go', 'college', 'engineer', 'get', 'stay', 'dorm', 'get', 'college', 'experience']","['best', 'get', 'good', 'grade', 'also', 'fun', 'get', 'involve', 'activity']",['nan']
['nan'],['nan'],['nan'],"['campus', 'self', 'feel', 'mentally', 'prepare', 'term', 'safety', 'however', 'little', 'say', 'actual', 'campus', 'like', 'go', 'need', 'something', 'locate', 'feel', 'like', 'little', 'say', 'everything']","['meet', 'new', 'friend']","['embrace', 'every', 'passion', 'school']",['nan']
['nan'],['nan'],['nan'],['nan'],"['even', 'activity', 'love']","['respect', 'peer', 'school', 'need', 'succeed']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['conduct', 'self', 'responsible', 'adult', 'rather', 'someone', 'care']",['nan']
,,,,,,
['nan'],['nan'],['nan'],['nan'],"['favorite', 'thing', 'outgo', 'helpful']","['succeed', 'high', 'way', 'possible']",['nan']
,,,,,,
"['make', 'sure', 'notify', 'decent', 'deadline']",['nan'],['nan'],['nan'],"['energy', 'come', 'blue', 'team', 'incredible', 'helpful', 'friendly']","['best', 'student', 'represent', 'kent', 'well']",['nan']
,,,,,,
,,,,,,
['nan'],['nan'],['nan'],['nan'],"['favorite', 'part', 'experience', 'hear', 'flash', 'guide', 'story', 'actual', 'story', 'help', 'prep', 'u', 'future']","['get', 'involve', 'many', 'group', 'club', 'possible', 'begin', 'year', 'also', 'use', 'tangible', 'resource', 'make', 'successful']",['nan']
['nan'],['nan'],['nan'],"['get', 'prepare', 'college']","['downtown', 'kent', 'walk', 'dorm', 'stay']","['school', 'strive', 'academic', 'success', 'make', 'kent', 'state', 'home', 'away', 'home']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['anything', 'bad', 'graduate']",['nan']
['nan'],['nan'],['nan'],['nan'],"['free', 'roam', 'explore', 'campus', 'figure', 'also', 'option', 'use', 'flash', 'guide']","['best', 'perform', 'level', 'know', 'capable', 'also', 'love', 'school', 'act', 'positive', 'influence']",['nan']
['nan'],"['understand', 'tell', 'advisor', 'want', 'nothing', 'success', 'future', 'current', 'student', 'exceed', 'expectation', 'help', 'succeed', 'near', 'future']",['nan'],['nan'],"['favorite', 'part', 'connect', 'student', 'freedom', 'around', 'campus', 'even', 'part', 'know', 'way', 'good']","['pride', 'go', 'school', 'prove', 'everyone', 'kent', 'state', 'place', 'believe', 'expect', 'everyone', 'show', 'golden', 'flash', 'best']","['program', 'great', 'many', 'thing', 'help', 'student', 'future']"
,,,,,,
"['take', 'foreign', 'language', 'one', 'crash', 'could', 'get', 'back', 'leave']","['advisor', 'great', 'easy', 'talk', 'great', 'experience']",['nan'],['nan'],"['even', 'activity', 'fun', 'get', 'social']","['get', 'involve', 'everything', 'best', 'self']",['nan']
,,,,,,
['nan'],['nan'],['nan'],['nan'],"['energetic', 'excite']","['try', 'best']",['nan']
,,,,,,
['nan'],['nan'],['nan'],[],"['learn', 'transition', 'meet', 'new', 'people', 'since', 'state', 'student', 'much', 'comfortable', 'meet', 'people', 'make', 'friend', 'well']","['believe', 'succeed', 'academically', 'one', 'main', 'goal', 'kent', 'also', 'find', 'support', 'group', 'put', 'grow', 'person']",['nan']
,,,,,,
,,,,,,
"['previous', 'experience', 'good', 'program', 'least']","['well', 'do', 'wait', 'meet']","['get', 'little', 'long', 'think', 'spread', 'session', 'ballroom', 'would', 'good']","['time', 'figure', 'resource']","['meet', 'new', 'people']",['success'],['nan']
['nan'],"['wonderful', 'experience', 'trouble', 'get', 'one', 'class', 'need', 'major', 'work', 'make', 'sure', 'get', 'class', 'need', 'take', 'consideration', 'commuter', 'make', 'sure', 'class', 'good', 'time', 'also', 'take', 'consideration', 'core', 'credit', 'do', 'need', 'find', 'way', 'make', 'credit', 'help', 'find', 'class', 'really', 'want', 'take', 'also', 'send', 'information', 'get', 'involve', 'campus', 'study', 'abroad', 'work', 'campus', 'everything', 'say', 'interest', 'extremely', 'satisfy']",['nan'],['nan'],"['advise', 'third', 'orientation', 'kent', 'state', 'information', 'old', 'news', 'advise', 'best', 'part', 'excite', 'finally', 'start', 'take', 'class', 'major']","['find', 'passion', 'work', 'hard', 'also', 'sit', 'back', 'enjoy', 'college', 'experience']",['nan']
"['instead', 'specific', 'due', 'date', 'maybe', 'state', 'need', 'do']","['offer', 'art', 'course', 'freshman', 'advisor', 'never', 'give', 'u', 'list']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['residence', 'hall']","['meet', 'new', 'people']","['outstanding', 'individual']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['hope', 'make', 'lot', 'friend', 'get', 'good', 'grade', 'time', 'transition', 'high', 'school', 'college']",['nan']
['nan'],['nan'],['nan'],['nan'],"['social', 'event', 'even', 'force', 'branch', 'make', 'new', 'friend', 'town', 'tour', 'favorite', 'part']","['best', 'work']",['nan']
['nan'],"['adviser', 'helpful', 'encourage', 'help', 'see', 'need', 'take', 'order', 'graduate', 'four', 'year', 'help', 'make', 'sure', 'class', 'fit', 'schedule']",['nan'],['nan'],"['learn', 'different', 'program', 'opportunity', 'kent']","['maintain', 'academic', 'success', 'find', 'purpose', 'get', 'involve']",['nan']
,,,,,,
['nan'],['nan'],['nan'],['nan'],['nan'],"['go', 'class', 'successful']",['nan']
"['calculator', 'available', 'problem', 'extremely', 'obvious', 'think', 'may', 'attempt', 'problem', 'without', 'available', 'notice', 'halfway', 'test']",['nan'],['nan'],['nan'],"['love', 'opportunity', 'relax', 'mingle', 'end', 'first', 'day', 'meet', 'really', 'cool', 'people', 'happen', 'play', 'time', 'decide', 'go', 'bowl', 'together', 'talk', 'seat', 'area', 'residence', 'hall', 'able', 'get', 'know', 'people', 'lot', 'time', 'really', 'say', 'lot', 'value', 'place', 'build', 'strong', 'kent', 'state', 'community', 'kent', 'state', 'second', 'choice', 'school', 'know', 'pick', 'right', 'place']","['improve', 'ability', 'open', 'new', 'idea', 'take', 'advantage', 'every', 'learn', 'opportunity', 'become', 'independent', 'overall', 'good', 'person']","['little', 'exhaust', 'well', 'worth', 'every', 'minute', 'flash', 'guide', 'extremely', 'friendly', 'helpful', 'happy', 'choice', 'college', 'felt', 'become', 'truly', 'exit', 'first', 'time', 'wait', 'become', 'part']"
['nan'],['nan'],['nan'],"['class', 'experience', 'actually', 'like']","['advise', 'experience', 'felt', 'like', 'learn', 'rest']","['well', 'class', 'participate']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['believe', 'expect', 'give', 'work', 'hard', 'academically']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['believe', 'expect', 'discover', 'purpose', 'throughout', 'next', 'year', 'get', 'involve', 'group', 'similar', 'interest', 'goal', 'mine']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['learn', 'find', 'want', 'world', 'meaningful']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['academic', 'success', 'well', 'well', 'equip', 'handle', 'problem']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['pride', 'school', 'world', 'around']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['well', 'academically', 'find', 'place', 'school', 'push', 'find', 'purpose', 'head', 'direction', 'career', 'goal']",['nan']
['nan'],"['advisor', 'kind', 'listen', 'thought', 'really', 'want', 'give', 'good', 'advice', 'patient', 'also', 'answer', 'question', 'big', 'smile', 'face']","['love', 'different', 'aspect', 'program', 'cover', 'many', 'topic', 'especially', 'even', 'think', 'think', 'great', 'job']","['get', 'around', 'campus', 'good', 'schedule', 'much', 'time', 'class', 'car', 'freshman', 'year']","['get', 'meet', 'roommate', 'best', 'part', 'absolutely', 'amaze', 'hope', 'become', 'best', 'friend', 'fall']","['believe', 'expect', 'take', 'pride', 'school', 'well', 'work', 'hard', 'get', 'good', 'grade', 'make', 'sure', 'also', 'fun', 'take', 'care']","['amaze', 'love']"
['nan'],['nan'],['nan'],['financial'],"['flash', 'guide']","['find', 'purpose']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['study', 'hard', 'involve', 'campus']",['nan']
['nan'],"['advisor', 'student', 'help', 'schedule', 'extremely', 'knowledgeable', 'helpful', 'thank', 'happy']",['nan'],"['navigate', 'campus', 'efficiently']","['meet', 'advisor']","['achieve', 'academic', 'success', 'also', 'find', 'purpose']",['nan']
"['assessment', 'confuse', 'demean', 'complicate', 'think', 'would', 'easy', 'rely', 'act', 'test', 'like']",['nan'],['nan'],['nan'],"['talk', 'meet', 'advisor']","['involvement', 'success']",['nan']
['nan'],['nan'],['nan'],"['time', 'first', 'lecture']","['like', 'break', 'college', 'house', 'talk', 'student']","['responsibility', 'accountability']",['nan']
['nan'],['nan'],['nan'],['nan'],"['favorite', 'part', 'flash', 'guide', 'story', 'think', 'informative', 'allow', 'know', 'expect', 'college']","['think', 'expect', 'class', 'work', 'make', 'grade', 'good', 'time', 'accomplish', 'great', 'thing']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['overall', 'best', 'succeed', 'kent']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['well', 'accord', 'need', 'go', 'class']","['accept', 'schedule', 'could', 'condense', 'would', 'spend', 'gas', 'money', 'something', 'mostly', 'waste', 'time', 'repeat', 'information', 'day', 'lack', 'substance', 'begin', 'also', 'severely', 'disappoint', 'summer', 'assignment', 'need', 'read', 'book', 'write', 'paper', 'order', 'acclimate', 'well', 'new', 'surround']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['best', 'continue', 'grow', 'experience', 'kent', 'state']","['enjoy', 'experience', 'never', 'meet', 'roommate', 'stay', 'room', 'pointless', 'stay', 'get', 'experience', 'expect', 'get', 'sleep', 'dorm', 'room', 'alone', 'advisor', 'check', 'room', 'make', 'sure', 'everyone', 'need']"
"['would', 'say', 'double', 'check', 'link', 'please', 'foreign', 'language', 'placement', 'test', 'link', 'freeze', 'result', 'loop', 'language', 'interest', 'questionnaire', 'never', 'lead', 'actual', 'test', 'end', 'staff', 'member', 'fantastically', 'helpful', 'punctual', 'work', 'link', 'would', 'ideal', 'happy']","['time', 'would', 'nice', 'think', 'something', 'suppose', 'look', 'late', 'guess', 'otherwise', 'helpful', 'greatly', 'appreciate', 'time', 'dedication']","['want', 'thank', 'officer', 'people', 'student', 'conduct', 'office', 'handle', 'tricky', 'topic', 'well', 'home', 'school', 'shelter', 'girl', 'easy', 'scar', 'uncomfortable', 'certain', 'topic', 'easy', 'ignore', 'forget', 'people', 'like', 'hard', 'think', 'guy', 'amaze', 'job', 'frank', 'open', 'welcome', 'love', 'u', 'great', 'scary', 'worry', 'deal', 'already', 'face', 'problem', 'give', 'u', 'many', 'solution', 'resource', 'thank', 'work', 'gold', 'bold', 'way', 'keep', 'awesome']","['none', 'aware', 'incoming', 'freshman', 'information', 'become', 'would', 'pretty', 'cool', 'though']","['oh', 'gosh', 'like', 'ask', 'breath', 'favorite', 'people', 'fantastic', 'job', 'altogether', 'keep', 'move', 'get', 'bore', 'keep', 'usually', 'excite', 'funny', 'leach', 'lecture', 'hilarious', 'dang', 'lovable', 'people', 'amaze', 'even', 'pick', 'favorite', 'moment', 'easy', 'super', 'fun', 'talk', 'dance', 'everyone', 'mean', 'everyone', 'welcome', 'thank', 'everything']","['expect', 'best', 'best', 'attitude', 'best', 'effort', 'best', 'thought', 'word', 'hopefully', 'expect', 'well', 'get']","['rave', 'fantastic', 'size', 'student', 'body', 'perfect', 'good', 'starter', 'pack', 'felt', 'comfortable', 'without', 'cram', 'diversity', 'pretty', 'cool', 'speaker', 'good', 'gold', 'team', 'yet', 'epic', 'love']"
['nan'],['nan'],['nan'],"['get', 'around', 'campus']","['even', 'social', 'activity']","['get', 'involve', 'take', 'control', 'education']","['sit', 'listen', 'different', 'people', 'talk', 'hour', 'straight', 'really', 'bore', 'feel', 'like', 'could', 'break', 'small', 'chunk']"
['nan'],['nan'],['nan'],"['would', 'like', 'walk', 'around', 'little', 'bite', 'see', 'whole', 'campus']","['favorite', 'part', 'night', 'activity', 'able', 'meet', 'people', 'make', 'new', 'friend', 'continue', 'talk', 'since', 'leave', 'kent', 'also', 'really', 'enjoy', 'time', 'spend', 'one', 'flash', 'guide', 'take', 'u', 'downtown', 'get', 'insomnia', 'cooky']","['kent', 'state', 'student', 'expect', 'make', 'grade', 'truly', 'work', 'hard', 'want', 'also', 'expect', 'make', 'time', 'fun', 'get', 'involve', 'many', 'club', 'kent']",['nan']
['nan'],"['student', 'assist', 'academic', 'advise', 'beyond', 'friendly', 'knowledgeable', 'need', 'help', 'incoming', 'student', 'make', 'process', 'lot', 'easy', 'stressful']","['informative', 'interest', 'one', 'talk', 'speaker', 'make', 'audience', 'want', 'really', 'listen', 'say']","['think', 'add', 'ice', 'break', 'type', 'game', 'would', 'good', 'notice', 'lot', 'sit', 'time', 'think', 'ice', 'break', 'game', 'might', 'break', 'shell', 'bite', 'talk', 'new', 'people', 'usually', 'might', 'end', 'friend', 'small', 'push', 'could', 'lead', 'path', 'find', 'friend', 'family', 'kent', 'state']","['free', 'time', 'end', 'day', 'chance', 'go', 'outside', 'play', 'square', 'get', 'play', 'one', 'favorite', 'childhood', 'game', 'complete', 'stranger', 'common', 'love', 'game', 'end', 'play', 'start', 'free', 'time', 'end']","['strive', 'best', 'right', 'achieve', 'find', 'surround', 'people', 'help']",['nan']
[],"['helpful', 'get', 'class', 'want']","['think', 'good']",['nope'],"['meet', 'new', 'people']","['show', 'school', 'spirt', 'get', 'good', 'grade']","['great', 'weekend']"
['nan'],['nan'],['nan'],['nan'],"['favorite', 'part', 'story', 'get', 'meet', 'people', 'go', 'degree']","['get', 'involve', 'school', 'successful']",['nan']
"['long', 'work', 'give', 'score', 'would', 'great']",['nan'],['nan'],['nan'],"['even', 'activity', 'meet', 'new', 'student']","['short', 'thing', 'would', 'consider', 'bad', 'idea', 'illegal', 'try', 'best', 'well']",['nan']
['nan'],['nan'],['nan'],"['mail', 'thing', 'print', 'fee', 'bus', 'system']","['form', 'schedule', 'advisor']","['best', 'class', 'find', 'life', 'purpose', 'get', 'involve']",['funny']
['nan'],['nan'],['nan'],['nan'],['nan'],"['good', 'grade', 'get', 'far']","['know', 'mention', 'anywhere', 'know', 'sheet', 'towel', 'provide']"
,,,,,,
['nan'],"['academic', 'advisor', 'fantastic', 'make', 'feel', 'comfortable', 'talk', 'well', 'make', 'excite', 'come', 'school', 'year']",['nan'],"['think', 'would', 'useful', 'add', 'one', 'two', 'session', 'student', 'would', 'student', 'college', 'rather', 'sit', 'large', 'group', 'student', 'many', 'different', 'college']","['favorite', 'part', 'destination', 'kent', 'state', 'tie', 'meet', 'student', 'college', 'communication', 'information', 'well', 'schedule', 'class', 'meet', 'advisor']","['reach', 'goal', 'graduate', 'within', 'year']",['nan']
"['inform', 'student', 'grade']",['nan'],['nan'],['nan'],"['like', 'get', 'experience', 'dorm', 'meet', 'advisor']","['succeed', 'academically', 'find', 'place', 'world']",['nan']
['nan'],['nan'],['nan'],['nan'],"['every', 'second', 'best', 'make', 'feel', 'welcome', 'definitely', 'make', 'comfortable', 'would', 'say', 'favorite', 'part', 'little', 'party', 'end', 'night', 'get', 'meet', 'new', 'people']","['give', 'everything', 'college', 'best', 'fun']",['nan']
,,,,,,
"['placement', 'assessment', 'go', 'smooth', 'without', 'problem']","['go', 'smooth', 'fun', 'get', 'speak', 'unacademic', 'advisor', 'hear', 'excitement', 'schedule', 'calm']","['learn', 'lot', 'expect', 'college', 'student', 'really', 'show', 'belong', 'kent']","['describe', 'flash', 'card', 'flash', 'perk', 'kind', 'confuse', 'briefly', 'talk']","['hear', 'experience', 'flash', 'guide', 'really', 'show', 'able', 'change', 'life', 'live', 'try']","['best', 'student', 'strive', 'excellence', 'never', 'give', 'process']","['link', 'send', 'confirmation', 'guide', 'destination', 'kent', 'state', 'work', 'try', 'go', 'night', 'also', 'technology', 'link', 'give', 'also', 'work', 'tell', 'go', 'link', 'see', 'computer', 'major', 'minor', 'require', 'u', 'every', 'time', 'go', 'link', 'work']"
['nan'],['nan'],['nan'],['nan'],"['energy', 'facilitate', 'open', 'friendly', 'environment', 'student', 'get', 'know']","['full', 'academic', 'effort', 'along', 'mature', 'responsible', 'behavior']",['nan']
['nan'],"['help', 'understand', 'process', 'schedule', 'class', 'become', 'acquaint', 'use', 'account', 'additionally', 'able', 'receive', 'recommendation', 'kent', 'core', 'course', 'base', 'specific', 'interest', 'aspiration']",['nan'],['nan'],"['particularly', 'enjoy', 'learn', 'college', 'get', 'meet', 'student', 'college']","['give', 'best', 'open', 'learn', 'classroom', 'environment', 'different']",['nan']
['nan'],['nan'],['nan'],"['spend', 'time', 'tutor', 'campus', 'job']","['night', 'time', 'activity', 'bond', 'student']","['academic', 'excellence']",['nan']
['none'],['none'],['none'],"['navigate', 'flash', 'line']","['able', 'go', 'downtown', 'kent', 'see', 'everything']","['academically', 'successful', 'involve']",['nan']
,,,,,,
['nan'],"['help', 'lot', 'even', 'schedule', 'year', 'kent']","['nice', 'get', 'lot', 'information']","['break', 'relax', 'time']","['explore', 'downtown', 'talk', 'food', 'end', 'night', 'party']","['best', 'school', 'involve', 'good', 'time']","['great', 'time', 'wait', 'fall']"
['nan'],['nan'],['nan'],['nan'],"['get', 'meet', 'new', 'people']",['graduate'],['nan']
,,,,,,
,,,,,,
['nan'],['nan'],['nan'],['nan'],['nan'],"['keep', 'grade', 'get', 'involve']",['nan']
['nan'],"['issue', 'come', 'advise', 'regard', 'school', 'major', 'easily', 'fix', 'thank', 'advisor']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],"['favorite', 'part', 'able', 'talk', 'bond', 'student']","['best', 'exemplify', 'positivity', 'drive']",['nan']
,,,,,,
['nan'],"['pleasantly', 'surprise', 'well', 'go', 'advisor', 'speak', 'like', 'equal', 'rather', 'client', 'felt', 'genuine', 'sense', 'actually', 'want', 'get', 'know']",['nan'],['nan'],"['meet', 'advisor', 'experience', 'actually', 'stay', 'one', 'dorm', 'also', 'appreciate', 'free', 'time', 'explore', 'downtown']","['one', 'else', 'create', 'little', 'home', 'wherever', 'go']",['nan']
"['allow', 'mean', 'preparation']",['helpful'],['nan'],"['tour', 'campus']","['able', 'explore', 'downtown']","['best', 'matter']",['nan']
['nan'],['nan'],['nan'],['nan'],"['hear', 'story']","['succeed', 'academic', 'get', 'involve', 'community', 'make', 'impact', 'world']",['nan']
['nan'],"['person', 'academic', 'advisor', 'department', 'although', 'good', 'would', 'felt', 'good', 'confident', 'actual', 'academic', 'advisor']","['definitely', 'need', 'time', 'spend', 'rush', 'almost', 'time', 'fill', 'anything', 'end', 'finish', 'paper', 'late', 'night', 'early', 'morning']","['time', 'registration', 'prep']","['favorite', 'part', 'key', 'college', 'success', 'really', 'like', 'break', 'u', 'group', 'base', 'college', 'get', 'know', 'good']","['good', 'school', 'work', 'also', 'represent', 'school', 'well']","['first', 'class', 'thing', 'long', 'seem', 'drag', 'professor', 'good', 'point', 'day', 'everyone', 'exhaust', 'felt', 'like', 'section', 'really', 'necessary', 'time', 'could', 'good', 'spend', 'elsewhere']"
['nan'],"['orientation', 'student', 'fresh', 'high', 'school', 'daughter', 'bring', 'year', 'feel', 'program', 'would', 'work', 'well', 'however', 'people', 'work', 'year', 'raise', 'family', 'really', 'program', 'work']","['program', 'believe', 'work', 'well', 'young', 'student', 'include', 'high', 'school', 'program', 'inconvenient', 'ridiculous', 'could', 'attend', 'program', 'month', 'start', 'class', 'responsibility', 'program', 'availability', 'please', 'consider', 'create', 'separate', 'program', 'adult', 'student']",['nan'],['nan'],"['pay', 'bill']",['nan']
['nan'],['nan'],['nan'],"['find', 'class', 'schedule']","['flash', 'guide', 'story']","['respectful', 'get', 'involve', 'enjoy', 'time']",['nan']
"['none', 'time']","['none', 'time']","['none', 'time']","['talk', 'student', 'special', 'accommodation', 'need']","['meet', 'awesome', 'especially']","['believe', 'motivate', 'person']",['amaze']
,,,,,,
,,,,,,
,,,,,,
[],"['professional', 'do', 'quick', 'manner']",['nan'],['nan'],"['favorite', 'part', 'flash', 'guide', 'story', 'interest', 'listen', 'individual', 'experience']","['strive', 'love', 'people', 'positive', 'influence', 'life']",['nan']
['nan'],['nan'],['nan'],"['yes', 'time', 'place', 'aside', 'actual', 'schedule', 'class', 'state', 'early', 'parent', 'involve', 'schedule', 'process', 'may', 'ask', 'question', 'incoming', 'student', 'would', 'think', 'ask']","['meet', 'academic', 'adviser']","['believe', 'kent', 'state', 'student', 'expect', 'put', 'forth', 'best', 'effort', 'classroom', 'explore', 'different', 'avenue', 'outside', 'classroom', 'club', 'sport', 'activity', 'good', 'enjoy', 'time']",['nan']
['nan'],"['really', 'love', 'advisor', 'give', 'break', 'time', 'kent', 'answer', 'question']",['nan'],"['explain', 'different', 'area', 'campus']","['meet', 'advisor', 'favorite', 'part', 'nerve', 'study', 'relieve']","['believe', 'expect', 'learn', 'classroom', 'learn', 'outside', 'classroom']","['fun', 'go', 'downtown', 'kent']"
['nan'],['nan'],['nan'],"['make', 'new', 'friend']","['sing', 'party', 'bed']","['good', 'achieve', 'goal']",['nan']
['nan'],['nan'],['nan'],"['think', 'time', 'ice', 'breaker', 'activity', 'like']","['story', 'ask', 'question', 'favorite', 'part']","['pride', 'school', 'find', 'student', 'individual', 'kent', 'state']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['believe', 'absolute', 'best', 'course', 'expect']",['nan']
"['problem', 'log', 'one', 'browser', 'try', 'different', 'one']",['nan'],['nan'],['nan'],['nan'],['successful'],['nan']
['nan'],"['page', 'computer', 'stop', 'work', 'take', 'time', 'get', 'schedule', 'one', 'lucky', 'one', 'work', 'computer', 'still', 'take', 'long', 'time', 'wait', 'everyone', 'else', 'really', 'like', 'show', 'work', 'quite', 'unfamiliar', 'system']",['nan'],['nan'],"['meet', 'student']",['successful'],['nan']
['nan'],['nan'],"['first', 'class', 'session', 'bore', 'make', 'discourage', 'interest', 'lecture', 'college', 'speaker', 'put', 'sleep', 'professor', 'kent', 'definitely', 'get', 'class', 'lose', 'train', 'think', 'throughout', 'presentation', 'ramble', 'seem', 'like', 'hour']",['nan'],"['meet', 'new', 'friend', 'get', 'know', 'current', 'student', 'share', 'major']",['succeed'],['nan']
['nan'],['nan'],['nan'],['nan'],"['ask', 'flash', 'guide']","['set', 'goal', 'strive', 'achieve', 'stay', 'dedicate', 'self', 'discipline', 'organize']",['nan']
[],['nan'],['nan'],['nan'],['nan'],['lot'],['nan']
,,,,,,
,,,,,,
['nan'],['nan'],['nan'],['nan'],['nan'],"['try', 'hard']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['find', 'purpose', 'happy']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['best'],['nan']
['nan'],['nan'],['nan'],[],"['din', 'time']","['acceptance', 'effort']",['nan']
['nan'],['nan'],['nan'],['nan'],['talk'],['best'],['nan']
,,,,,,
['nan'],['nan'],['nan'],"['think', 'maybe', 'scavenger', 'hunt', 'would', 'cool', 'student', 'would', 'learn', 'navigate', 'campus', 'least', 'without', 'guide']","['really', 'love', 'everything', 'favorite', 'part', 'able', 'talk', 'thing', 'might', 'feel', 'comfortable', 'ask', 'large', 'group']","['believe', 'hard', 'work', 'dedication', 'happiness', 'expect', 'kent', 'state', 'student']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['academic', 'success']",['nan']
['nan'],"['advisor', 'awesome']",['nan'],['nan'],"['really', 'enjoy', 'explore', 'downtown', 'kent', 'allow', 'u', 'student', 'connect', 'without', 'usher', 'lecture', 'lecture']","['believe', 'expect', 'uphold', 'reputation', 'set', 'strive', 'excellence']",['nan']
['nan'],['nan'],['nan'],['nan'],"['flash', 'story', 'help', 'understand', 'expect', 'get', 'college']","['succeed', 'get', 'involve', 'enjoy', 'school']",['nan']
['nan'],"['hat', 'every', 'second', 'treat', 'like', 'stupid', 'able', 'sign', 'class', 'want']",['nan'],"['long', 'program']","['hat', 'every', 'part']",[],['na']
['nan'],['nan'],['nan'],['nan'],['nan'],['participation'],['nan']
"['try', 'explain', 'score', 'work', 'place', 'student', 'math', 'class', 'little', 'clear', 'result', 'slightly', 'confuse']",['nan'],['nan'],"['house', 'experience', 'like', 'student', 'attend', 'experience', 'house', 'would', 'feel', 'like', 'move', 'fall', 'e', 'meet', 'people', 'dorm', 'hall', 'meet', 'ra']","['get', 'meet', 'student', 'would', 'attend', 'kent', 'state', 'fall']","['active', 'part', 'university', 'keep', 'academic']",['nan']
,,,,,,
